n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.increase	mopm._.me.hebbian.network.best.quality.increase.min	mopm._.me.hebbian.network.best.quality.increase.max	mopm._.me.hebbian.layer.best.quality.increase	mopm._.me.hebbian.layer.best.quality.increase.min	mopm._.me.hebbian.layer.best.quality.increase.max	mopm._.me.hebbian.neuron.best.quality.increase	mopm._.me.hebbian.neuron.best.quality.increase.min	mopm._.me.hebbian.neuron.best.quality.increase.max	mopm._.me.hebbian.synapse.best.quality.increase	mopm._.me.hebbian.synapse.best.quality.increase.min	mopm._.me.hebbian.synapse.best.quality.increase.max	mopm._.me.freeForm.best.quality.increase	mopm._.me.freeForm.best.quality.increase.min	mopm._.me.freeForm.best.quality.increase.max
1.000e+02	1.943e-01	1.551e-01	2.961e-01	1.622e-01	9.315e-02	1.852e-01	1.983e-01	1.483e-01	2.350e-01	1.202e-01	7.679e-02	1.754e-01	1.663e-03	-6.015e-03	4.402e-02
2.000e+02	1.713e-01	1.390e-01	2.417e-01	1.852e-01	9.859e-02	3.109e-01	2.218e-01	1.736e-01	2.506e-01	1.466e-01	9.859e-02	1.850e-01	6.191e-03	-5.984e-03	4.394e-02
3.000e+02	1.771e-01	1.411e-01	2.126e-01	1.778e-01	8.270e-02	3.109e-01	1.940e-01	1.515e-01	2.571e-01	1.590e-01	9.859e-02	1.869e-01	6.654e-03	-3.778e-03	5.118e-02
4.000e+02	1.841e-01	1.639e-01	2.381e-01	1.948e-01	1.099e-01	3.642e-01	1.963e-01	1.410e-01	2.735e-01	1.384e-01	7.851e-02	1.766e-01	6.910e-03	-1.490e-03	5.578e-02
5.000e+02	1.771e-01	1.542e-01	2.052e-01	1.953e-01	1.105e-01	3.642e-01	1.963e-01	1.437e-01	2.415e-01	1.440e-01	1.204e-01	1.809e-01	6.910e-03	-1.490e-03	5.578e-02
6.000e+02	1.771e-01	1.542e-01	2.410e-01	1.953e-01	1.101e-01	4.180e-01	1.901e-01	1.555e-01	2.415e-01	1.639e-01	1.278e-01	1.926e-01	1.261e-02	-2.260e-05	8.215e-02
7.000e+02	1.760e-01	1.423e-01	2.257e-01	2.189e-01	1.166e-01	4.727e-01	2.014e-01	1.555e-01	2.785e-01	1.721e-01	1.278e-01	1.990e-01	1.261e-02	-2.260e-05	1.900e-01
8.000e+02	1.760e-01	1.423e-01	1.929e-01	1.792e-01	1.101e-01	3.642e-01	2.109e-01	1.538e-01	2.797e-01	1.695e-01	1.266e-01	1.990e-01	1.261e-02	-2.260e-05	8.170e-02
9.000e+02	1.763e-01	1.384e-01	2.057e-01	1.901e-01	1.166e-01	4.180e-01	2.109e-01	1.467e-01	2.797e-01	1.866e-01	1.303e-01	2.038e-01	1.261e-02	-2.260e-05	6.286e-02
1.000e+03	1.820e-01	1.527e-01	2.094e-01	1.901e-01	1.166e-01	3.787e-01	1.948e-01	1.603e-01	2.415e-01	1.944e-01	1.391e-01	2.057e-01	2.106e-02	2.564e-04	1.327e-01
1.100e+03	1.739e-01	1.316e-01	1.896e-01	1.741e-01	1.001e-01	3.787e-01	1.895e-01	1.555e-01	2.299e-01	1.854e-01	1.389e-01	2.057e-01	1.261e-02	-2.260e-05	1.327e-01
1.200e+03	1.763e-01	1.316e-01	2.035e-01	1.792e-01	1.107e-01	3.787e-01	1.864e-01	1.538e-01	2.297e-01	1.574e-01	1.334e-01	1.944e-01	2.106e-02	-2.260e-05	1.494e-01
1.300e+03	1.771e-01	1.382e-01	2.094e-01	1.792e-01	1.107e-01	3.787e-01	1.884e-01	1.555e-01	2.398e-01	1.549e-01	1.389e-01	1.944e-01	2.106e-02	-2.260e-05	1.327e-01
1.400e+03	1.779e-01	1.464e-01	2.094e-01	1.901e-01	1.107e-01	4.180e-01	1.804e-01	1.432e-01	2.297e-01	1.695e-01	1.389e-01	1.944e-01	2.849e-02	1.625e-03	2.398e-01
1.500e+03	1.771e-01	1.527e-01	2.035e-01	2.189e-01	1.107e-01	4.180e-01	1.782e-01	1.356e-01	2.087e-01	1.537e-01	1.307e-01	1.990e-01	2.725e-02	1.625e-03	1.782e-01
1.600e+03	1.763e-01	1.382e-01	2.035e-01	1.792e-01	1.107e-01	3.460e-01	1.800e-01	1.304e-01	2.078e-01	1.768e-01	1.333e-01	2.071e-01	2.725e-02	1.625e-03	1.880e-01
1.700e+03	1.770e-01	1.382e-01	2.031e-01	1.792e-01	1.063e-01	3.512e-01	1.884e-01	1.304e-01	2.087e-01	1.582e-01	1.141e-01	1.990e-01	2.849e-02	2.355e-03	1.923e-01
1.800e+03	1.763e-01	1.316e-01	1.925e-01	1.792e-01	1.002e-01	3.460e-01	1.888e-01	1.356e-01	2.201e-01	1.744e-01	1.448e-01	1.990e-01	2.849e-02	2.355e-03	2.398e-01
1.900e+03	1.763e-01	1.316e-01	1.925e-01	2.137e-01	1.002e-01	3.460e-01	1.888e-01	1.445e-01	2.201e-01	1.730e-01	1.281e-01	1.889e-01	1.288e-01	2.355e-03	2.398e-01
2.000e+03	1.763e-01	1.063e-01	1.901e-01	2.137e-01	1.002e-01	3.512e-01	1.804e-01	1.356e-01	2.087e-01	1.709e-01	1.353e-01	1.889e-01	1.295e-01	2.355e-03	2.398e-01
2.100e+03	1.821e-01	1.063e-01	2.153e-01	2.404e-01	1.107e-01	4.859e-01	1.888e-01	1.445e-01	2.087e-01	1.709e-01	1.353e-01	1.948e-01	2.849e-02	1.625e-03	1.880e-01
2.200e+03	1.771e-01	1.316e-01	2.031e-01	2.404e-01	1.107e-01	4.859e-01	1.965e-01	1.474e-01	2.117e-01	1.713e-01	1.353e-01	1.948e-01	2.849e-02	1.625e-03	1.880e-01
2.300e+03	1.771e-01	1.316e-01	1.987e-01	2.137e-01	1.066e-01	4.180e-01	1.900e-01	1.474e-01	2.117e-01	1.763e-01	1.401e-01	1.990e-01	3.056e-02	1.625e-03	1.828e-01
2.400e+03	1.771e-01	1.285e-01	1.987e-01	1.822e-01	1.107e-01	4.180e-01	1.900e-01	1.474e-01	2.117e-01	1.823e-01	1.401e-01	2.113e-01	1.247e-01	1.625e-03	1.880e-01
2.500e+03	1.821e-01	1.285e-01	2.031e-01	2.137e-01	1.131e-01	4.859e-01	1.965e-01	1.541e-01	2.087e-01	1.823e-01	1.401e-01	2.058e-01	9.779e-02	2.355e-03	2.398e-01
2.600e+03	1.825e-01	1.014e-01	2.031e-01	2.137e-01	1.131e-01	4.859e-01	1.994e-01	1.541e-01	2.087e-01	1.948e-01	1.401e-01	2.201e-01	1.043e-01	3.867e-03	1.880e-01
2.700e+03	1.771e-01	1.014e-01	1.987e-01	2.668e-01	1.161e-01	5.235e-01	1.996e-01	1.535e-01	2.117e-01	1.889e-01	1.401e-01	2.151e-01	1.043e-01	3.867e-03	1.880e-01
2.800e+03	1.771e-01	1.014e-01	1.987e-01	2.750e-01	1.161e-01	6.016e-01	1.996e-01	1.535e-01	2.087e-01	1.831e-01	1.359e-01	2.164e-01	1.247e-01	3.867e-03	2.398e-01
2.900e+03	1.771e-01	1.014e-01	2.031e-01	2.668e-01	1.161e-01	5.235e-01	1.900e-01	1.445e-01	2.061e-01	1.763e-01	1.359e-01	2.151e-01	1.292e-01	6.654e-03	2.452e-01
3.000e+03	1.825e-01	9.411e-02	2.067e-01	2.668e-01	1.161e-01	5.721e-01	1.890e-01	1.445e-01	2.061e-01	1.763e-01	1.401e-01	2.151e-01	1.292e-01	6.654e-03	2.452e-01
3.100e+03	1.771e-01	9.411e-02	2.067e-01	2.597e-01	1.131e-01	5.235e-01	1.900e-01	1.445e-01	2.087e-01	1.799e-01	1.401e-01	2.151e-01	1.292e-01	1.344e-02	2.452e-01
3.200e+03	1.771e-01	9.411e-02	2.067e-01	2.137e-01	1.131e-01	4.725e-01	1.952e-01	1.445e-01	2.199e-01	1.763e-01	1.357e-01	2.099e-01	1.292e-01	1.344e-02	2.398e-01
3.300e+03	1.770e-01	9.810e-02	1.987e-01	2.137e-01	1.131e-01	4.725e-01	1.959e-01	1.535e-01	2.283e-01	1.742e-01	1.359e-01	2.099e-01	1.292e-01	1.344e-02	1.885e-01
3.400e+03	1.770e-01	9.810e-02	1.987e-01	2.137e-01	1.131e-01	4.725e-01	1.959e-01	1.535e-01	2.283e-01	1.763e-01	1.360e-01	2.111e-01	1.247e-01	1.344e-02	2.283e-01
3.500e+03	1.770e-01	9.810e-02	1.987e-01	2.137e-01	1.107e-01	4.725e-01	1.959e-01	1.445e-01	2.371e-01	1.763e-01	1.357e-01	2.111e-01	1.247e-01	1.344e-02	2.163e-01
3.600e+03	1.589e-01	9.810e-02	1.947e-01	2.137e-01	1.107e-01	4.725e-01	1.959e-01	1.441e-01	2.371e-01	1.763e-01	1.357e-01	2.151e-01	1.083e-01	7.798e-03	2.098e-01
3.700e+03	1.589e-01	9.411e-02	1.947e-01	2.137e-01	1.047e-01	4.725e-01	1.959e-01	1.441e-01	2.371e-01	1.763e-01	1.357e-01	2.133e-01	1.083e-01	7.798e-03	2.098e-01
3.800e+03	1.589e-01	8.715e-02	1.947e-01	2.137e-01	1.047e-01	4.725e-01	1.994e-01	1.441e-01	2.378e-01	1.763e-01	1.357e-01	2.171e-01	9.883e-02	7.798e-03	2.514e-01
3.900e+03	1.770e-01	9.411e-02	1.987e-01	1.799e-01	1.001e-01	6.283e-01	1.994e-01	1.441e-01	2.378e-01	1.675e-01	1.357e-01	2.052e-01	9.883e-02	2.106e-02	2.019e-01
4.000e+03	1.770e-01	9.411e-02	1.987e-01	1.799e-01	1.001e-01	6.283e-01	1.994e-01	1.441e-01	2.378e-01	1.602e-01	1.357e-01	2.063e-01	9.883e-02	2.106e-02	2.261e-01
4.100e+03	1.770e-01	9.348e-02	1.987e-01	1.799e-01	9.945e-02	6.283e-01	1.994e-01	1.441e-01	2.378e-01	1.675e-01	1.358e-01	2.064e-01	9.883e-02	2.106e-02	2.261e-01
4.200e+03	1.770e-01	9.348e-02	1.987e-01	1.792e-01	9.945e-02	4.725e-01	1.994e-01	1.441e-01	2.378e-01	1.763e-01	1.360e-01	2.318e-01	1.006e-01	2.106e-02	1.885e-01
4.300e+03	1.770e-01	9.348e-02	1.987e-01	1.792e-01	1.001e-01	4.725e-01	2.087e-01	1.395e-01	2.378e-01	1.800e-01	1.360e-01	2.318e-01	1.044e-01	2.148e-02	1.880e-01
4.400e+03	1.770e-01	9.348e-02	1.987e-01	1.766e-01	9.838e-02	4.725e-01	2.087e-01	1.445e-01	2.378e-01	1.800e-01	1.367e-01	2.318e-01	1.053e-01	2.148e-02	1.880e-01
4.500e+03	1.770e-01	9.348e-02	1.987e-01	1.741e-01	9.838e-02	4.725e-01	2.087e-01	1.445e-01	2.378e-01	1.929e-01	1.367e-01	2.318e-01	1.053e-01	2.148e-02	1.880e-01
4.600e+03	1.770e-01	9.348e-02	1.987e-01	1.766e-01	9.838e-02	6.283e-01	2.087e-01	1.445e-01	2.378e-01	1.929e-01	1.446e-01	2.318e-01	1.053e-01	2.148e-02	1.880e-01
4.700e+03	1.770e-01	9.348e-02	1.947e-01	1.766e-01	9.838e-02	6.283e-01	2.087e-01	1.445e-01	2.378e-01	1.828e-01	1.446e-01	2.318e-01	1.006e-01	2.106e-02	1.757e-01
4.800e+03	1.749e-01	8.715e-02	1.933e-01	1.851e-01	9.945e-02	6.504e-01	2.087e-01	1.445e-01	2.394e-01	1.763e-01	1.446e-01	2.318e-01	9.044e-02	2.106e-02	1.880e-01
4.900e+03	1.749e-01	8.715e-02	1.933e-01	3.107e-01	9.945e-02	6.504e-01	2.042e-01	1.445e-01	2.378e-01	1.828e-01	1.446e-01	2.318e-01	9.044e-02	2.106e-02	1.880e-01
5.000e+03	1.749e-01	8.715e-02	1.933e-01	2.029e-01	9.838e-02	5.423e-01	2.042e-01	1.445e-01	2.236e-01	2.064e-01	1.487e-01	2.391e-01	9.044e-02	2.106e-02	1.880e-01
5.100e+03	1.749e-01	8.715e-02	1.933e-01	1.741e-01	9.703e-02	5.423e-01	2.042e-01	1.445e-01	2.199e-01	2.068e-01	1.503e-01	2.404e-01	9.044e-02	2.106e-02	1.880e-01
5.200e+03	1.749e-01	8.715e-02	1.933e-01	1.741e-01	9.703e-02	6.283e-01	1.994e-01	1.332e-01	2.199e-01	1.927e-01	1.503e-01	2.424e-01	9.044e-02	2.605e-02	1.880e-01
5.300e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	5.423e-01	1.994e-01	1.332e-01	2.199e-01	1.915e-01	1.609e-01	2.366e-01	9.044e-02	2.605e-02	1.880e-01
5.400e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	5.423e-01	1.994e-01	1.332e-01	2.199e-01	1.915e-01	1.609e-01	2.366e-01	9.044e-02	2.393e-02	1.880e-01
5.500e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	5.423e-01	1.899e-01	1.304e-01	2.343e-01	1.915e-01	1.609e-01	2.320e-01	9.338e-02	2.393e-02	1.880e-01
5.600e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	5.423e-01	1.899e-01	1.332e-01	2.343e-01	1.915e-01	1.609e-01	2.320e-01	9.044e-02	2.393e-02	1.880e-01
5.700e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	5.423e-01	1.899e-01	1.332e-01	2.343e-01	1.915e-01	1.593e-01	2.320e-01	9.044e-02	2.393e-02	1.880e-01
5.800e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	5.423e-01	1.899e-01	1.332e-01	2.199e-01	1.921e-01	1.609e-01	2.320e-01	9.338e-02	2.605e-02	2.004e-01
5.900e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	5.423e-01	1.899e-01	1.332e-01	2.199e-01	1.921e-01	1.609e-01	2.318e-01	9.770e-02	2.393e-02	2.086e-01
6.000e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	4.993e-01	1.890e-01	1.332e-01	2.199e-01	1.957e-01	1.677e-01	2.320e-01	9.770e-02	2.393e-02	2.086e-01
6.100e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	4.993e-01	1.888e-01	1.304e-01	2.343e-01	1.921e-01	1.677e-01	2.318e-01	9.770e-02	2.393e-02	2.086e-01
6.200e+03	1.749e-01	8.715e-02	1.933e-01	1.726e-01	9.451e-02	4.993e-01	1.888e-01	1.304e-01	2.343e-01	2.020e-01	1.677e-01	2.320e-01	9.770e-02	2.393e-02	2.086e-01
6.300e+03	1.589e-01	8.715e-02	1.901e-01	1.713e-01	8.844e-02	4.725e-01	1.888e-01	1.304e-01	2.343e-01	2.020e-01	1.677e-01	2.318e-01	9.770e-02	2.393e-02	2.086e-01
6.400e+03	1.589e-01	8.715e-02	1.901e-01	1.713e-01	9.451e-02	4.725e-01	1.888e-01	1.304e-01	2.343e-01	2.020e-01	1.598e-01	2.318e-01	9.770e-02	2.393e-02	1.880e-01
6.500e+03	1.589e-01	8.715e-02	1.901e-01	1.726e-01	9.703e-02	4.725e-01	1.888e-01	1.304e-01	2.360e-01	2.020e-01	1.598e-01	2.320e-01	9.770e-02	2.393e-02	1.846e-01
6.600e+03	1.580e-01	8.715e-02	1.901e-01	1.726e-01	9.703e-02	4.725e-01	1.888e-01	1.304e-01	2.360e-01	1.919e-01	1.598e-01	2.318e-01	9.770e-02	2.393e-02	1.846e-01
6.700e+03	1.580e-01	8.715e-02	1.901e-01	1.726e-01	9.703e-02	4.725e-01	1.890e-01	1.304e-01	2.360e-01	1.878e-01	1.593e-01	2.256e-01	9.770e-02	2.393e-02	1.846e-01
6.800e+03	1.465e-01	8.596e-02	1.901e-01	1.726e-01	9.703e-02	4.725e-01	1.890e-01	1.304e-01	2.360e-01	1.915e-01	1.593e-01	2.256e-01	9.338e-02	2.393e-02	1.757e-01
6.900e+03	1.465e-01	8.596e-02	1.901e-01	1.431e-01	9.838e-02	4.725e-01	1.888e-01	1.304e-01	2.360e-01	1.915e-01	1.593e-01	2.256e-01	9.044e-02	2.393e-02	1.757e-01
7.000e+03	1.465e-01	8.596e-02	1.901e-01	1.431e-01	9.838e-02	4.993e-01	1.888e-01	1.304e-01	2.360e-01	1.855e-01	1.507e-01	2.092e-01	9.338e-02	2.393e-02	1.757e-01
7.100e+03	1.465e-01	8.596e-02	1.901e-01	1.431e-01	9.945e-02	4.993e-01	1.888e-01	1.304e-01	2.360e-01	1.843e-01	1.507e-01	2.020e-01	9.044e-02	2.393e-02	1.166e-01
7.200e+03	1.465e-01	8.596e-02	1.901e-01	1.726e-01	9.945e-02	4.993e-01	1.884e-01	1.304e-01	2.360e-01	1.828e-01	1.507e-01	2.020e-01	9.044e-02	2.605e-02	1.166e-01
7.300e+03	1.465e-01	8.596e-02	1.901e-01	1.726e-01	9.945e-02	4.993e-01	1.849e-01	1.304e-01	2.458e-01	1.730e-01	1.507e-01	2.020e-01	9.044e-02	2.393e-02	1.757e-01
7.400e+03	1.465e-01	8.596e-02	1.901e-01	1.726e-01	9.945e-02	4.993e-01	1.884e-01	1.332e-01	2.458e-01	1.828e-01	1.507e-01	2.020e-01	8.299e-02	2.393e-02	1.757e-01
7.500e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	4.993e-01	1.884e-01	1.332e-01	2.458e-01	1.828e-01	1.507e-01	2.016e-01	8.299e-02	2.393e-02	1.757e-01
7.600e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	4.993e-01	1.890e-01	1.332e-01	2.458e-01	1.828e-01	1.507e-01	2.016e-01	8.299e-02	2.393e-02	1.757e-01
7.700e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	4.993e-01	1.890e-01	1.332e-01	2.458e-01	1.849e-01	1.507e-01	2.047e-01	8.299e-02	2.393e-02	1.757e-01
7.800e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	5.423e-01	1.890e-01	1.332e-01	2.458e-01	1.849e-01	1.507e-01	2.047e-01	8.299e-02	2.393e-02	1.757e-01
7.900e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	5.423e-01	1.890e-01	1.332e-01	2.458e-01	1.849e-01	1.479e-01	2.047e-01	7.712e-02	2.393e-02	1.166e-01
8.000e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	5.423e-01	1.890e-01	1.332e-01	2.458e-01	1.855e-01	1.479e-01	2.159e-01	7.712e-02	2.393e-02	1.100e-01
8.100e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	5.423e-01	1.890e-01	1.332e-01	2.458e-01	1.915e-01	1.479e-01	2.256e-01	7.712e-02	2.393e-02	1.100e-01
8.200e+03	1.465e-01	8.484e-02	1.901e-01	1.391e-01	9.838e-02	5.423e-01	1.895e-01	1.386e-01	2.524e-01	1.849e-01	1.383e-01	2.256e-01	7.712e-02	2.393e-02	1.166e-01
8.300e+03	1.465e-01	8.484e-02	1.901e-01	1.418e-01	9.945e-02	5.423e-01	1.895e-01	1.386e-01	2.524e-01	1.849e-01	1.467e-01	2.365e-01	7.036e-02	2.393e-02	1.166e-01
8.400e+03	1.465e-01	8.484e-02	1.901e-01	1.418e-01	9.945e-02	5.423e-01	1.895e-01	1.386e-01	2.524e-01	1.828e-01	1.467e-01	2.256e-01	7.036e-02	2.393e-02	1.161e-01
8.500e+03	1.382e-01	8.207e-02	1.901e-01	1.418e-01	9.838e-02	5.423e-01	1.895e-01	1.332e-01	2.531e-01	1.813e-01	1.467e-01	2.047e-01	6.513e-02	2.393e-02	9.798e-02
8.600e+03	1.382e-01	8.207e-02	1.901e-01	1.418e-01	9.838e-02	5.423e-01	1.890e-01	1.332e-01	2.531e-01	1.787e-01	1.467e-01	2.047e-01	6.513e-02	2.393e-02	9.798e-02
8.700e+03	1.382e-01	8.207e-02	1.901e-01	1.418e-01	9.838e-02	5.423e-01	1.890e-01	1.332e-01	2.531e-01	1.849e-01	1.479e-01	2.256e-01	6.513e-02	2.393e-02	9.798e-02
8.800e+03	1.382e-01	8.207e-02	1.901e-01	1.418e-01	9.838e-02	4.993e-01	1.890e-01	1.332e-01	2.531e-01	1.816e-01	1.388e-01	2.256e-01	6.513e-02	2.393e-02	9.798e-02
8.900e+03	1.382e-01	8.207e-02	1.901e-01	1.418e-01	9.838e-02	4.993e-01	1.895e-01	1.332e-01	2.531e-01	1.816e-01	1.388e-01	2.256e-01	5.728e-02	2.246e-02	9.338e-02
9.000e+03	1.382e-01	8.207e-02	1.901e-01	1.418e-01	9.838e-02	4.993e-01	1.895e-01	1.332e-01	2.531e-01	1.816e-01	1.388e-01	2.256e-01	5.728e-02	2.246e-02	9.338e-02
9.100e+03	1.382e-01	8.207e-02	1.901e-01	1.485e-01	9.945e-02	4.993e-01	1.895e-01	1.332e-01	2.531e-01	1.849e-01	1.479e-01	2.047e-01	6.369e-02	2.393e-02	9.798e-02
9.200e+03	1.382e-01	8.207e-02	1.901e-01	1.485e-01	9.945e-02	4.993e-01	1.895e-01	1.332e-01	2.531e-01	1.849e-01	1.479e-01	2.047e-01	7.036e-02	2.607e-02	1.100e-01
9.300e+03	1.382e-01	8.207e-02	1.901e-01	1.485e-01	9.945e-02	4.726e-01	1.895e-01	1.332e-01	2.531e-01	1.849e-01	1.479e-01	2.047e-01	7.036e-02	2.393e-02	1.249e-01
9.400e+03	1.382e-01	8.207e-02	1.901e-01	1.418e-01	9.838e-02	3.356e-01	1.895e-01	1.332e-01	2.531e-01	1.849e-01	1.479e-01	2.047e-01	7.036e-02	2.393e-02	9.798e-02
9.500e+03	1.382e-01	8.207e-02	1.901e-01	1.391e-01	9.451e-02	3.349e-01	1.895e-01	1.332e-01	2.531e-01	1.849e-01	1.479e-01	2.047e-01	6.369e-02	2.393e-02	9.338e-02
9.600e+03	1.382e-01	8.207e-02	1.901e-01	1.391e-01	9.451e-02	3.349e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.538e-01	2.329e-01	6.369e-02	2.393e-02	9.338e-02
