n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.increase	mopm._.me.hebbian.network.best.quality.increase.min	mopm._.me.hebbian.network.best.quality.increase.max	mopm._.me.hebbian.layer.best.quality.increase	mopm._.me.hebbian.layer.best.quality.increase.min	mopm._.me.hebbian.layer.best.quality.increase.max	mopm._.me.hebbian.neuron.best.quality.increase	mopm._.me.hebbian.neuron.best.quality.increase.min	mopm._.me.hebbian.neuron.best.quality.increase.max	mopm._.me.hebbian.synapse.best.quality.increase	mopm._.me.hebbian.synapse.best.quality.increase.min	mopm._.me.hebbian.synapse.best.quality.increase.max	mopm._.me.freeForm.best.quality.increase	mopm._.me.freeForm.best.quality.increase.min	mopm._.me.freeForm.best.quality.increase.max
9.700e+03	1.382e-01	8.207e-02	1.901e-01	1.343e-01	8.844e-02	3.349e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.538e-01	2.329e-01	6.369e-02	2.393e-02	9.338e-02
9.800e+03	1.382e-01	8.207e-02	1.901e-01	1.343e-01	8.844e-02	3.349e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.538e-01	2.329e-01	6.369e-02	2.393e-02	9.638e-02
9.900e+03	1.382e-01	8.207e-02	1.901e-01	1.343e-01	8.844e-02	3.349e-01	1.895e-01	1.332e-01	2.531e-01	1.935e-01	1.538e-01	2.347e-01	6.369e-02	2.393e-02	9.638e-02
1.000e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.567e-02	2.669e-01	1.895e-01	1.332e-01	2.531e-01	1.935e-01	1.538e-01	2.347e-01	6.369e-02	2.393e-02	9.638e-02
1.010e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.567e-02	2.669e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.448e-01	2.347e-01	6.369e-02	2.393e-02	9.638e-02
1.020e+04	1.382e-01	8.207e-02	1.901e-01	1.287e-01	8.567e-02	2.669e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.448e-01	2.347e-01	6.369e-02	2.393e-02	9.638e-02
1.030e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.567e-02	2.502e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.448e-01	2.347e-01	6.369e-02	2.393e-02	9.638e-02
1.040e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.567e-02	2.502e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.476e-01	2.329e-01	7.036e-02	2.393e-02	9.638e-02
1.050e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.567e-02	2.502e-01	1.895e-01	1.332e-01	2.531e-01	1.901e-01	1.476e-01	2.329e-01	6.369e-02	2.246e-02	9.638e-02
1.060e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.567e-02	2.502e-01	1.895e-01	1.332e-01	2.531e-01	1.852e-01	1.476e-01	2.329e-01	6.369e-02	2.246e-02	9.638e-02
1.070e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.567e-02	2.502e-01	1.895e-01	1.332e-01	2.531e-01	1.915e-01	1.538e-01	2.347e-01	6.369e-02	2.246e-02	9.638e-02
1.080e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.470e-02	2.502e-01	1.895e-01	1.332e-01	2.531e-01	1.852e-01	1.476e-01	2.298e-01	5.730e-02	2.246e-02	9.638e-02
1.090e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.470e-02	2.502e-01	1.895e-01	1.320e-01	2.524e-01	1.852e-01	1.476e-01	2.298e-01	5.730e-02	2.246e-02	9.638e-02
1.100e+04	1.382e-01	8.207e-02	1.896e-01	1.287e-01	8.470e-02	2.502e-01	1.895e-01	1.320e-01	2.524e-01	1.852e-01	1.476e-01	2.298e-01	5.730e-02	2.246e-02	9.638e-02
1.110e+04	1.382e-01	8.207e-02	1.865e-01	1.287e-01	8.567e-02	2.502e-01	1.895e-01	1.320e-01	2.524e-01	1.852e-01	1.512e-01	2.298e-01	6.369e-02	2.246e-02	9.647e-02
1.120e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.470e-02	1.741e-01	1.895e-01	1.320e-01	2.524e-01	1.852e-01	1.512e-01	2.298e-01	6.369e-02	2.246e-02	1.094e-01
1.130e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.895e-01	1.320e-01	2.524e-01	1.915e-01	1.538e-01	2.329e-01	6.369e-02	2.246e-02	9.647e-02
1.140e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.890e-01	1.332e-01	2.355e-01	1.915e-01	1.538e-01	2.329e-01	6.369e-02	2.246e-02	9.647e-02
1.150e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.890e-01	1.332e-01	2.355e-01	1.915e-01	1.538e-01	2.298e-01	6.369e-02	2.246e-02	9.647e-02
1.160e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.890e-01	1.332e-01	2.355e-01	1.915e-01	1.538e-01	2.298e-01	6.369e-02	2.246e-02	9.647e-02
1.170e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.890e-01	1.332e-01	2.355e-01	1.915e-01	1.538e-01	2.298e-01	6.369e-02	2.246e-02	9.647e-02
1.180e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.895e-01	1.332e-01	2.524e-01	1.852e-01	1.538e-01	2.246e-01	6.369e-02	2.246e-02	9.647e-02
1.190e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.895e-01	1.332e-01	2.524e-01	1.852e-01	1.512e-01	2.246e-01	6.369e-02	2.246e-02	9.338e-02
1.200e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.895e-01	1.332e-01	2.446e-01	1.852e-01	1.450e-01	2.246e-01	6.369e-02	2.246e-02	9.338e-02
1.210e+04	1.382e-01	8.207e-02	1.865e-01	1.239e-01	8.567e-02	1.741e-01	1.895e-01	1.332e-01	2.446e-01	1.852e-01	1.450e-01	2.246e-01	6.369e-02	2.393e-02	9.338e-02
1.220e+04	9.810e-02	8.207e-02	1.825e-01	1.107e-01	8.567e-02	1.741e-01	1.895e-01	1.332e-01	2.446e-01	1.852e-01	1.450e-01	2.246e-01	6.369e-02	2.393e-02	9.338e-02
1.230e+04	9.810e-02	8.207e-02	1.825e-01	1.107e-01	8.567e-02	1.741e-01	1.895e-01	1.527e-01	2.379e-01	1.826e-01	1.459e-01	2.145e-01	6.139e-02	2.393e-02	9.338e-02
1.240e+04	9.810e-02	8.207e-02	1.825e-01	1.107e-01	8.567e-02	1.741e-01	1.899e-01	1.527e-01	2.379e-01	1.852e-01	1.450e-01	2.145e-01	5.730e-02	2.246e-02	9.338e-02
1.250e+04	9.810e-02	8.207e-02	1.825e-01	1.107e-01	8.567e-02	1.741e-01	1.899e-01	1.527e-01	2.379e-01	1.852e-01	1.450e-01	2.145e-01	5.730e-02	2.246e-02	9.338e-02
1.260e+04	9.810e-02	8.207e-02	1.825e-01	1.179e-01	8.567e-02	1.741e-01	1.899e-01	1.527e-01	2.379e-01	1.852e-01	1.450e-01	2.145e-01	5.730e-02	1.398e-02	9.146e-02
1.270e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.502e-01	1.899e-01	1.527e-01	2.355e-01	1.852e-01	1.409e-01	2.145e-01	5.730e-02	1.398e-02	9.146e-02
1.280e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.502e-01	1.899e-01	1.332e-01	2.355e-01	1.852e-01	1.409e-01	2.145e-01	6.139e-02	1.398e-02	9.338e-02
1.290e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.567e-02	2.669e-01	1.899e-01	1.332e-01	2.355e-01	1.766e-01	1.364e-01	2.145e-01	6.139e-02	1.398e-02	9.338e-02
1.300e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.502e-01	1.899e-01	1.332e-01	2.355e-01	1.766e-01	1.364e-01	2.145e-01	6.369e-02	1.398e-02	9.338e-02
1.310e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.502e-01	1.899e-01	1.332e-01	2.355e-01	1.852e-01	1.364e-01	2.145e-01	6.811e-02	1.398e-02	1.070e-01
1.320e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.502e-01	1.899e-01	1.332e-01	2.355e-01	1.852e-01	1.364e-01	2.145e-01	6.731e-02	1.398e-02	9.338e-02
1.330e+04	9.810e-02	8.207e-02	1.825e-01	1.132e-01	8.567e-02	1.741e-01	1.899e-01	1.332e-01	2.355e-01	1.863e-01	1.377e-01	2.174e-01	6.811e-02	1.398e-02	1.070e-01
1.340e+04	9.810e-02	8.207e-02	1.825e-01	1.102e-01	8.470e-02	1.710e-01	1.899e-01	1.332e-01	2.355e-01	1.863e-01	1.377e-01	2.174e-01	6.811e-02	1.505e-02	1.070e-01
1.350e+04	9.810e-02	8.207e-02	1.825e-01	1.102e-01	8.470e-02	1.710e-01	1.899e-01	1.332e-01	2.355e-01	1.863e-01	1.377e-01	2.174e-01	7.036e-02	1.505e-02	1.484e-01
1.360e+04	9.810e-02	8.207e-02	1.825e-01	1.102e-01	8.470e-02	1.710e-01	1.899e-01	1.332e-01	2.355e-01	1.863e-01	1.377e-01	2.174e-01	7.463e-02	1.505e-02	1.484e-01
1.370e+04	9.810e-02	8.207e-02	1.825e-01	1.102e-01	8.470e-02	1.710e-01	1.899e-01	1.332e-01	2.355e-01	1.863e-01	1.409e-01	2.174e-01	7.036e-02	1.505e-02	1.070e-01
1.380e+04	9.810e-02	8.207e-02	1.825e-01	1.201e-01	8.470e-02	1.741e-01	2.034e-01	1.332e-01	2.355e-01	1.863e-01	1.409e-01	2.174e-01	7.463e-02	1.505e-02	1.484e-01
1.390e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.657e-01	2.034e-01	1.320e-01	2.355e-01	1.863e-01	1.409e-01	2.174e-01	7.036e-02	1.505e-02	1.484e-01
1.400e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.657e-01	2.049e-01	1.320e-01	2.355e-01	1.863e-01	1.409e-01	2.174e-01	7.036e-02	4.854e-02	1.484e-01
1.410e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.657e-01	2.049e-01	1.320e-01	2.355e-01	1.863e-01	1.409e-01	2.174e-01	7.036e-02	4.854e-02	1.484e-01
1.420e+04	9.810e-02	8.207e-02	1.825e-01	1.239e-01	8.567e-02	2.657e-01	2.049e-01	1.320e-01	2.355e-01	1.863e-01	1.409e-01	2.174e-01	7.463e-02	5.043e-02	1.607e-01
1.430e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.470e-02	2.657e-01	2.049e-01	1.320e-01	2.355e-01	1.863e-01	1.409e-01	2.174e-01	8.771e-02	5.730e-02	1.484e-01
1.440e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.470e-02	2.657e-01	2.049e-01	1.320e-01	2.379e-01	1.863e-01	1.409e-01	2.174e-01	8.771e-02	5.730e-02	1.484e-01
1.450e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.470e-02	2.657e-01	2.057e-01	1.390e-01	2.379e-01	1.863e-01	1.409e-01	2.174e-01	9.146e-02	5.043e-02	1.712e-01
1.460e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.470e-02	2.657e-01	2.057e-01	1.390e-01	2.379e-01	1.863e-01	1.409e-01	2.174e-01	8.771e-02	5.043e-02	1.712e-01
1.470e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.470e-02	2.657e-01	2.057e-01	1.390e-01	2.355e-01	1.863e-01	1.409e-01	2.246e-01	8.771e-02	5.043e-02	1.712e-01
1.480e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.470e-02	2.657e-01	2.057e-01	1.390e-01	2.355e-01	1.863e-01	1.409e-01	2.246e-01	8.771e-02	4.232e-02	1.712e-01
1.490e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.470e-02	2.657e-01	2.057e-01	1.390e-01	2.355e-01	1.863e-01	1.409e-01	2.246e-01	8.771e-02	4.232e-02	1.712e-01
1.500e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.567e-02	2.657e-01	2.057e-01	1.390e-01	2.355e-01	1.863e-01	1.409e-01	2.246e-01	8.771e-02	4.232e-02	1.712e-01
1.510e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.567e-02	2.657e-01	2.057e-01	1.390e-01	2.355e-01	1.863e-01	1.409e-01	2.246e-01	8.771e-02	4.232e-02	1.484e-01
1.520e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.567e-02	2.657e-01	2.057e-01	1.390e-01	2.355e-01	1.863e-01	1.409e-01	2.246e-01	8.771e-02	4.232e-02	1.390e-01
1.530e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.567e-02	2.657e-01	2.057e-01	1.390e-01	2.340e-01	1.863e-01	1.409e-01	2.246e-01	8.771e-02	4.232e-02	1.390e-01
1.540e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.567e-02	2.657e-01	2.057e-01	1.390e-01	2.340e-01	1.863e-01	1.480e-01	2.246e-01	8.771e-02	4.232e-02	1.484e-01
1.550e+04	9.810e-02	8.207e-02	1.825e-01	1.287e-01	8.567e-02	2.657e-01	2.057e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.246e-01	8.771e-02	4.232e-02	1.712e-01
1.560e+04	9.810e-02	8.207e-02	1.825e-01	1.343e-01	9.451e-02	2.657e-01	2.057e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.246e-01	8.771e-02	4.232e-02	1.712e-01
1.570e+04	9.810e-02	8.207e-02	1.825e-01	1.343e-01	9.451e-02	2.657e-01	2.057e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.246e-01	7.956e-02	4.232e-02	1.689e-01
1.580e+04	9.810e-02	8.207e-02	1.825e-01	1.343e-01	9.451e-02	2.657e-01	2.057e-01	1.527e-01	2.340e-01	1.927e-01	1.480e-01	2.246e-01	8.771e-02	5.043e-02	1.689e-01
1.590e+04	9.810e-02	8.207e-02	1.825e-01	1.343e-01	9.451e-02	2.657e-01	2.049e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.246e-01	8.771e-02	5.043e-02	1.689e-01
1.600e+04	9.719e-02	8.207e-02	1.825e-01	1.201e-01	8.567e-02	2.657e-01	2.049e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.246e-01	8.771e-02	5.043e-02	1.689e-01
1.610e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	8.567e-02	2.657e-01	1.899e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.145e-01	8.771e-02	5.043e-02	1.689e-01
1.620e+04	9.411e-02	8.122e-02	1.825e-01	1.343e-01	9.451e-02	2.657e-01	1.899e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.145e-01	7.956e-02	4.232e-02	1.484e-01
1.630e+04	9.411e-02	8.122e-02	1.825e-01	1.343e-01	9.451e-02	2.657e-01	1.899e-01	1.390e-01	2.340e-01	1.927e-01	1.480e-01	2.145e-01	7.956e-02	4.232e-02	1.484e-01
1.640e+04	9.411e-02	8.122e-02	1.825e-01	1.343e-01	9.451e-02	2.657e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.480e-01	2.145e-01	7.956e-02	4.232e-02	1.484e-01
1.650e+04	9.411e-02	8.122e-02	1.825e-01	1.343e-01	8.567e-02	2.657e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.480e-01	2.145e-01	7.036e-02	4.232e-02	1.484e-01
1.660e+04	9.411e-02	8.122e-02	1.825e-01	1.391e-01	9.451e-02	2.684e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.480e-01	2.145e-01	7.036e-02	4.232e-02	1.484e-01
1.670e+04	9.411e-02	8.122e-02	1.825e-01	1.391e-01	8.095e-02	2.684e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.545e-01	2.145e-01	7.036e-02	4.232e-02	1.484e-01
1.680e+04	9.411e-02	8.122e-02	1.825e-01	1.391e-01	8.095e-02	2.684e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.036e-02	4.232e-02	1.484e-01
1.690e+04	9.411e-02	8.122e-02	1.825e-01	1.391e-01	8.089e-02	2.684e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.036e-02	4.232e-02	1.484e-01
1.700e+04	9.411e-02	8.122e-02	1.825e-01	1.391e-01	8.089e-02	2.684e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.036e-02	4.232e-02	1.484e-01
1.710e+04	9.411e-02	8.122e-02	1.825e-01	1.391e-01	8.089e-02	2.684e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.036e-02	4.232e-02	1.484e-01
1.720e+04	9.411e-02	8.122e-02	1.825e-01	1.343e-01	7.586e-02	2.657e-01	1.899e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.036e-02	4.232e-02	1.484e-01
1.730e+04	9.411e-02	8.122e-02	1.825e-01	1.343e-01	7.586e-02	2.657e-01	1.868e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.036e-02	4.232e-02	1.484e-01
1.740e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.918e-02	4.232e-02	1.484e-01
1.750e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.918e-02	4.232e-02	1.484e-01
1.760e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.927e-01	1.572e-01	2.246e-01	7.918e-02	4.232e-02	1.484e-01
1.770e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.918e-02	4.766e-02	1.484e-01
1.780e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.918e-02	4.766e-02	1.484e-01
1.790e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.918e-02	4.766e-02	1.484e-01
1.800e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.810e+04	9.411e-02	8.122e-02	1.825e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.820e+04	9.411e-02	8.122e-02	1.865e-01	1.201e-01	7.586e-02	1.741e-01	1.868e-01	1.320e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.830e+04	9.411e-02	8.122e-02	1.865e-01	1.083e-01	6.664e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.840e+04	9.719e-02	8.207e-02	1.896e-01	1.083e-01	6.664e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.850e+04	9.719e-02	8.207e-02	1.896e-01	1.083e-01	6.664e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.860e+04	9.719e-02	8.207e-02	1.896e-01	1.083e-01	6.664e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.572e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.870e+04	9.719e-02	8.207e-02	1.896e-01	1.083e-01	6.664e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.593e-01	2.246e-01	7.036e-02	4.285e-02	1.484e-01
1.880e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.664e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.593e-01	2.246e-01	7.918e-02	4.766e-02	1.712e-01
1.890e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.920e-01	1.593e-01	2.246e-01	7.918e-02	4.766e-02	1.712e-01
1.900e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.852e-01	1.572e-01	2.145e-01	7.918e-02	4.766e-02	1.712e-01
1.910e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	1.741e-01	1.868e-01	1.405e-01	2.340e-01	1.852e-01	1.572e-01	2.145e-01	7.918e-02	4.766e-02	1.712e-01
1.920e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	1.741e-01	1.899e-01	1.405e-01	2.340e-01	1.852e-01	1.572e-01	2.145e-01	7.918e-02	4.766e-02	1.712e-01
1.930e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	2.657e-01	2.053e-01	1.405e-01	2.435e-01	1.852e-01	1.572e-01	2.145e-01	7.918e-02	4.766e-02	1.712e-01
1.940e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	2.657e-01	2.053e-01	1.405e-01	2.435e-01	1.920e-01	1.572e-01	2.145e-01	7.918e-02	4.766e-02	1.712e-01
1.950e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	2.657e-01	2.053e-01	1.405e-01	2.435e-01	1.852e-01	1.496e-01	2.047e-01	7.918e-02	4.766e-02	1.712e-01
1.960e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	2.657e-01	2.053e-01	1.405e-01	2.435e-01	1.852e-01	1.496e-01	2.047e-01	7.918e-02	4.766e-02	1.712e-01
1.970e+04	9.719e-02	8.207e-02	1.896e-01	1.201e-01	6.468e-02	2.657e-01	2.053e-01	1.405e-01	2.355e-01	1.852e-01	1.496e-01	2.047e-01	7.918e-02	4.766e-02	1.712e-01
