n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.increase	mopm._.me.hebbian.network.best.quality.increase.min	mopm._.me.hebbian.network.best.quality.increase.max	mopm._.me.hebbian.layer.best.quality.increase	mopm._.me.hebbian.layer.best.quality.increase.min	mopm._.me.hebbian.layer.best.quality.increase.max	mopm._.me.hebbian.neuron.best.quality.increase	mopm._.me.hebbian.neuron.best.quality.increase.min	mopm._.me.hebbian.neuron.best.quality.increase.max	mopm._.me.hebbian.synapse.best.quality.increase	mopm._.me.hebbian.synapse.best.quality.increase.min	mopm._.me.hebbian.synapse.best.quality.increase.max	mopm._.me.freeForm.best.quality.increase	mopm._.me.freeForm.best.quality.increase.min	mopm._.me.freeForm.best.quality.increase.max
4.000e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	8.857e-02	4.729e-02	1.699e-01
4.010e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	8.857e-02	4.729e-02	1.699e-01
4.020e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	8.857e-02	4.729e-02	1.699e-01
4.030e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	8.857e-02	4.729e-02	1.699e-01
4.040e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	8.857e-02	4.729e-02	1.699e-01
4.050e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	7.924e-02	4.729e-02	1.699e-01
4.060e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	8.857e-02	4.729e-02	1.794e-01
4.070e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.336e-01	8.947e-02	4.742e-02	2.042e-01
4.080e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	9.282e-02	2.116e-01	1.547e-01	2.794e-01	1.920e-01	1.618e-01	2.261e-01	8.947e-02	4.742e-02	2.042e-01
4.090e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.043e-01	1.618e-01	2.261e-01	8.947e-02	4.742e-02	2.042e-01
4.100e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.043e-01	1.618e-01	2.261e-01	8.947e-02	4.742e-02	2.042e-01
4.110e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.043e-01	1.618e-01	2.261e-01	8.947e-02	4.742e-02	2.042e-01
4.120e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.043e-01	1.618e-01	2.261e-01	8.947e-02	4.742e-02	2.042e-01
4.130e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.266e-01	8.857e-02	4.742e-02	2.042e-01
4.140e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.857e-02	4.839e-02	2.042e-01
4.150e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	1.859e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.857e-02	4.839e-02	2.042e-01
4.160e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.857e-02	4.839e-02	2.042e-01
4.170e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	8.095e-02	2.116e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	9.130e-02	4.839e-02	2.042e-01
4.180e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	8.095e-02	2.088e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	9.130e-02	4.839e-02	2.042e-01
4.190e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	8.095e-02	2.088e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	2.042e-01
4.200e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	2.042e-01
4.210e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	2.042e-01
4.220e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	1.794e-01
4.230e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	1.794e-01
4.240e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.794e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	1.794e-01
4.250e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	1.794e-01
4.260e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	1.794e-01
4.270e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	2.088e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	1.794e-01
4.280e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.266e-01	8.947e-02	4.839e-02	1.794e-01
4.290e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.300e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	1.859e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.310e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.320e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.330e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.340e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.350e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.360e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.794e-01
4.370e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.336e-01	8.947e-02	4.839e-02	1.699e-01
4.380e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.396e-01	8.947e-02	4.839e-02	1.699e-01
4.390e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.105e-01	1.618e-01	2.411e-01	8.947e-02	4.839e-02	1.699e-01
4.400e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.410e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.420e+04	9.305e-02	8.122e-02	1.621e-01	3.852e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.430e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.440e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.450e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.460e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.470e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.480e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.490e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.500e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.510e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.520e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.530e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.101e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.540e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.755e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.550e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.755e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.560e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.755e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.570e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.755e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.580e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.755e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.590e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.755e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.600e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.610e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.620e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.630e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.640e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	1.941e-01	1.547e-01	2.794e-01	2.154e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.650e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	2.034e-01	1.547e-01	2.794e-01	2.154e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	1.794e-01
4.660e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	2.034e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.670e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	2.034e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.680e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	2.034e-01	1.547e-01	2.794e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	1.794e-01
4.690e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	2.034e-01	1.547e-01	2.794e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.700e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	2.034e-01	1.547e-01	2.794e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.710e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	8.095e-02	2.034e-01	1.547e-01	2.794e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.720e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.034e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.730e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.034e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.212e-01
4.740e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.034e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.212e-01
4.750e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.034e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.760e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.951e-01	1.547e-01	2.794e-01	2.139e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.770e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	1.941e-01	1.547e-01	2.794e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.780e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.034e-01	1.547e-01	2.794e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.790e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.794e-01	2.101e-01	1.593e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.800e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.810e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.411e-01	8.947e-02	4.839e-02	2.146e-01
4.820e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.830e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.840e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.850e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.860e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.870e+04	9.305e-02	8.122e-02	1.621e-01	3.317e-02	2.044e-02	7.853e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.880e+04	9.305e-02	8.122e-02	1.621e-01	3.310e-02	1.859e-02	7.586e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.890e+04	9.305e-02	8.122e-02	1.621e-01	3.310e-02	1.859e-02	7.586e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.900e+04	9.305e-02	8.122e-02	1.621e-01	3.310e-02	1.859e-02	7.586e-02	2.094e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.910e+04	9.305e-02	8.122e-02	1.621e-01	3.310e-02	1.859e-02	7.586e-02	2.066e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.920e+04	9.305e-02	8.122e-02	1.621e-01	3.310e-02	1.859e-02	7.586e-02	2.066e-01	1.547e-01	2.853e-01	2.139e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.930e+04	9.305e-02	8.122e-02	1.621e-01	3.310e-02	1.859e-02	7.586e-02	2.066e-01	1.547e-01	2.853e-01	2.101e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.940e+04	9.305e-02	8.122e-02	1.621e-01	3.310e-02	1.859e-02	7.586e-02	2.066e-01	1.547e-01	2.853e-01	2.101e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.950e+04	9.305e-02	8.122e-02	1.621e-01	3.298e-02	1.614e-02	7.419e-02	2.066e-01	1.547e-01	2.853e-01	2.101e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.960e+04	9.305e-02	8.122e-02	1.621e-01	3.294e-02	1.614e-02	6.073e-02	1.941e-01	1.547e-01	2.794e-01	2.101e-01	1.618e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.970e+04	9.305e-02	8.122e-02	1.621e-01	3.294e-02	1.614e-02	6.073e-02	1.965e-01	1.547e-01	2.794e-01	1.977e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.980e+04	9.305e-02	8.122e-02	1.621e-01	3.294e-02	1.614e-02	6.073e-02	1.965e-01	1.547e-01	2.794e-01	1.977e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
4.990e+04	9.305e-02	8.122e-02	1.621e-01	3.294e-02	1.614e-02	6.073e-02	1.965e-01	1.547e-01	2.794e-01	1.977e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
5.000e+04	9.305e-02	8.122e-02	1.621e-01	3.294e-02	1.614e-02	6.073e-02	1.965e-01	1.547e-01	2.794e-01	1.977e-01	1.593e-01	2.431e-01	8.947e-02	4.839e-02	2.146e-01
