n.evals.q.1.0.	mopm._.me.hebbian.network.best.quality.maturePerformance	mopm._.me.hebbian.network.best.quality.maturePerformance.min	mopm._.me.hebbian.network.best.quality.maturePerformance.max	mopm._.me.hebbian.layer.best.quality.maturePerformance	mopm._.me.hebbian.layer.best.quality.maturePerformance.min	mopm._.me.hebbian.layer.best.quality.maturePerformance.max	mopm._.me.hebbian.neuron.best.quality.maturePerformance	mopm._.me.hebbian.neuron.best.quality.maturePerformance.min	mopm._.me.hebbian.neuron.best.quality.maturePerformance.max	mopm._.me.hebbian.synapse.best.quality.maturePerformance	mopm._.me.hebbian.synapse.best.quality.maturePerformance.min	mopm._.me.hebbian.synapse.best.quality.maturePerformance.max	mopm._.me.freeForm.best.quality.maturePerformance	mopm._.me.freeForm.best.quality.maturePerformance.min	mopm._.me.freeForm.best.quality.maturePerformance.max
1.000e+02	4.396e-01	4.340e-01	4.479e-01	4.340e-01	4.340e-01	4.514e-01	4.045e-01	3.559e-01	4.319e-01	3.177e-01	2.875e-01	3.507e-01	4.340e-01	4.340e-01	4.340e-01
2.000e+02	4.479e-01	4.410e-01	4.597e-01	4.528e-01	4.375e-01	4.604e-01	4.635e-01	4.323e-01	5.052e-01	3.882e-01	3.503e-01	4.122e-01	4.340e-01	4.340e-01	4.340e-01
3.000e+02	4.590e-01	4.444e-01	4.653e-01	4.549e-01	4.424e-01	4.618e-01	5.052e-01	4.740e-01	5.104e-01	4.167e-01	3.990e-01	4.361e-01	4.340e-01	4.340e-01	4.354e-01
4.000e+02	4.611e-01	4.514e-01	4.660e-01	4.563e-01	4.514e-01	4.660e-01	5.104e-01	4.983e-01	5.208e-01	4.344e-01	4.069e-01	4.462e-01	4.340e-01	4.340e-01	4.375e-01
5.000e+02	4.639e-01	4.514e-01	4.660e-01	4.618e-01	4.528e-01	4.681e-01	5.118e-01	5.035e-01	5.243e-01	4.712e-01	4.333e-01	4.896e-01	4.340e-01	4.340e-01	4.375e-01
6.000e+02	4.646e-01	4.549e-01	4.674e-01	4.653e-01	4.549e-01	4.694e-01	5.142e-01	5.052e-01	5.295e-01	4.813e-01	4.535e-01	4.955e-01	4.340e-01	4.340e-01	4.410e-01
7.000e+02	4.653e-01	4.549e-01	4.694e-01	4.656e-01	4.604e-01	4.694e-01	5.240e-01	5.104e-01	5.313e-01	4.927e-01	4.566e-01	5.052e-01	4.354e-01	4.340e-01	4.410e-01
8.000e+02	4.653e-01	4.549e-01	4.708e-01	4.667e-01	4.604e-01	4.694e-01	5.264e-01	5.122e-01	5.347e-01	4.962e-01	4.653e-01	5.174e-01	4.354e-01	4.340e-01	4.410e-01
9.000e+02	4.653e-01	4.549e-01	4.715e-01	4.681e-01	4.618e-01	4.708e-01	5.295e-01	5.132e-01	5.382e-01	5.045e-01	4.715e-01	5.191e-01	4.354e-01	4.340e-01	4.417e-01
1.000e+03	4.653e-01	4.576e-01	4.715e-01	4.681e-01	4.625e-01	4.708e-01	5.344e-01	5.142e-01	5.476e-01	5.115e-01	4.816e-01	5.236e-01	4.375e-01	4.340e-01	4.417e-01
1.100e+03	4.674e-01	4.576e-01	4.715e-01	4.681e-01	4.646e-01	4.715e-01	5.347e-01	5.191e-01	5.573e-01	5.115e-01	4.931e-01	5.236e-01	4.375e-01	4.340e-01	4.444e-01
1.200e+03	4.688e-01	4.646e-01	4.729e-01	4.688e-01	4.653e-01	4.736e-01	5.385e-01	5.191e-01	5.573e-01	5.122e-01	5.000e-01	5.299e-01	4.375e-01	4.340e-01	4.479e-01
1.300e+03	4.708e-01	4.646e-01	4.729e-01	4.688e-01	4.653e-01	4.736e-01	5.385e-01	5.191e-01	5.573e-01	5.122e-01	5.045e-01	5.382e-01	4.389e-01	4.340e-01	4.479e-01
1.400e+03	4.708e-01	4.646e-01	4.729e-01	4.691e-01	4.667e-01	4.736e-01	5.385e-01	5.191e-01	5.608e-01	5.208e-01	5.076e-01	5.399e-01	4.410e-01	4.354e-01	4.493e-01
1.500e+03	4.708e-01	4.653e-01	4.729e-01	4.708e-01	4.667e-01	4.750e-01	5.385e-01	5.229e-01	5.618e-01	5.260e-01	5.115e-01	5.469e-01	4.410e-01	4.354e-01	4.493e-01
1.600e+03	4.708e-01	4.653e-01	4.736e-01	4.708e-01	4.667e-01	4.750e-01	5.538e-01	5.229e-01	5.618e-01	5.278e-01	5.156e-01	5.486e-01	4.410e-01	4.354e-01	4.493e-01
1.700e+03	4.715e-01	4.674e-01	4.743e-01	4.708e-01	4.667e-01	4.750e-01	5.538e-01	5.229e-01	5.625e-01	5.347e-01	5.156e-01	5.556e-01	4.417e-01	4.375e-01	4.493e-01
1.800e+03	4.722e-01	4.681e-01	4.750e-01	4.715e-01	4.688e-01	4.750e-01	5.538e-01	5.229e-01	5.628e-01	5.361e-01	5.170e-01	5.608e-01	4.417e-01	4.375e-01	4.493e-01
1.900e+03	4.722e-01	4.681e-01	4.750e-01	4.715e-01	4.688e-01	4.750e-01	5.538e-01	5.229e-01	5.628e-01	5.382e-01	5.191e-01	5.608e-01	4.417e-01	4.375e-01	4.493e-01
2.000e+03	4.729e-01	4.688e-01	4.750e-01	4.722e-01	4.688e-01	4.750e-01	5.573e-01	5.233e-01	5.628e-01	5.469e-01	5.191e-01	5.608e-01	4.417e-01	4.375e-01	4.493e-01
2.100e+03	4.736e-01	4.688e-01	4.750e-01	4.722e-01	4.688e-01	4.757e-01	5.573e-01	5.344e-01	5.628e-01	5.469e-01	5.191e-01	5.667e-01	4.427e-01	4.375e-01	4.549e-01
2.200e+03	4.736e-01	4.688e-01	4.757e-01	4.722e-01	4.688e-01	4.757e-01	5.573e-01	5.344e-01	5.642e-01	5.490e-01	5.191e-01	5.667e-01	4.427e-01	4.375e-01	4.549e-01
2.300e+03	4.736e-01	4.715e-01	4.757e-01	4.722e-01	4.688e-01	4.757e-01	5.573e-01	5.344e-01	5.677e-01	5.503e-01	5.191e-01	5.681e-01	4.427e-01	4.375e-01	4.549e-01
2.400e+03	4.736e-01	4.715e-01	4.757e-01	4.722e-01	4.688e-01	4.757e-01	5.573e-01	5.344e-01	5.677e-01	5.538e-01	5.191e-01	5.681e-01	4.444e-01	4.396e-01	4.566e-01
2.500e+03	4.743e-01	4.715e-01	4.757e-01	4.722e-01	4.688e-01	4.757e-01	5.573e-01	5.344e-01	5.677e-01	5.538e-01	5.191e-01	5.694e-01	4.444e-01	4.396e-01	4.566e-01
2.600e+03	4.743e-01	4.715e-01	4.757e-01	4.722e-01	4.688e-01	4.757e-01	5.573e-01	5.344e-01	5.677e-01	5.538e-01	5.215e-01	5.747e-01	4.479e-01	4.410e-01	4.566e-01
2.700e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.705e-01	4.757e-01	5.573e-01	5.358e-01	5.694e-01	5.573e-01	5.226e-01	5.747e-01	4.479e-01	4.410e-01	4.566e-01
2.800e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.705e-01	4.757e-01	5.573e-01	5.358e-01	5.694e-01	5.615e-01	5.330e-01	5.747e-01	4.479e-01	4.410e-01	4.566e-01
2.900e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.705e-01	4.757e-01	5.608e-01	5.358e-01	5.694e-01	5.615e-01	5.333e-01	5.757e-01	4.479e-01	4.417e-01	4.573e-01
3.000e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.705e-01	4.757e-01	5.608e-01	5.358e-01	5.694e-01	5.615e-01	5.333e-01	5.757e-01	4.479e-01	4.417e-01	4.573e-01
3.100e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.705e-01	4.757e-01	5.611e-01	5.358e-01	5.694e-01	5.615e-01	5.333e-01	5.757e-01	4.535e-01	4.417e-01	4.573e-01
3.200e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.708e-01	4.757e-01	5.611e-01	5.392e-01	5.694e-01	5.615e-01	5.347e-01	5.799e-01	4.535e-01	4.417e-01	4.583e-01
3.300e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.708e-01	4.757e-01	5.611e-01	5.392e-01	5.694e-01	5.615e-01	5.347e-01	5.799e-01	4.535e-01	4.417e-01	4.583e-01
3.400e+03	4.750e-01	4.715e-01	4.757e-01	4.736e-01	4.708e-01	4.757e-01	5.611e-01	5.392e-01	5.712e-01	5.615e-01	5.358e-01	5.799e-01	4.535e-01	4.417e-01	4.583e-01
3.500e+03	4.750e-01	4.715e-01	4.757e-01	4.757e-01	4.708e-01	4.757e-01	5.611e-01	5.392e-01	5.747e-01	5.642e-01	5.368e-01	5.799e-01	4.542e-01	4.417e-01	4.583e-01
3.600e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.708e-01	4.757e-01	5.611e-01	5.392e-01	5.747e-01	5.642e-01	5.375e-01	5.799e-01	4.549e-01	4.438e-01	4.632e-01
3.700e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.708e-01	4.757e-01	5.611e-01	5.392e-01	5.747e-01	5.660e-01	5.375e-01	5.799e-01	4.549e-01	4.444e-01	4.635e-01
3.800e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.708e-01	4.757e-01	5.635e-01	5.392e-01	5.747e-01	5.660e-01	5.378e-01	5.799e-01	4.549e-01	4.444e-01	4.635e-01
3.900e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.715e-01	4.757e-01	5.635e-01	5.399e-01	5.747e-01	5.660e-01	5.417e-01	5.833e-01	4.552e-01	4.444e-01	4.635e-01
4.000e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.715e-01	4.757e-01	5.635e-01	5.399e-01	5.747e-01	5.660e-01	5.417e-01	5.833e-01	4.552e-01	4.444e-01	4.635e-01
4.100e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.722e-01	4.757e-01	5.635e-01	5.399e-01	5.747e-01	5.677e-01	5.417e-01	5.833e-01	4.552e-01	4.444e-01	4.635e-01
4.200e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.722e-01	4.757e-01	5.635e-01	5.399e-01	5.747e-01	5.722e-01	5.417e-01	5.917e-01	4.552e-01	4.444e-01	4.635e-01
4.300e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.736e-01	4.757e-01	5.635e-01	5.399e-01	5.764e-01	5.722e-01	5.417e-01	5.917e-01	4.569e-01	4.444e-01	4.635e-01
4.400e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.736e-01	4.757e-01	5.635e-01	5.399e-01	5.764e-01	5.729e-01	5.434e-01	5.917e-01	4.583e-01	4.444e-01	4.635e-01
4.500e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.736e-01	4.757e-01	5.635e-01	5.399e-01	5.764e-01	5.729e-01	5.462e-01	5.917e-01	4.583e-01	4.444e-01	4.639e-01
4.600e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.736e-01	4.757e-01	5.635e-01	5.399e-01	5.764e-01	5.729e-01	5.462e-01	5.917e-01	4.583e-01	4.444e-01	4.639e-01
4.700e+03	4.757e-01	4.729e-01	4.757e-01	4.757e-01	4.736e-01	4.757e-01	5.635e-01	5.399e-01	5.764e-01	5.729e-01	5.462e-01	5.917e-01	4.583e-01	4.486e-01	4.639e-01
4.800e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.736e-01	4.757e-01	5.635e-01	5.399e-01	5.778e-01	5.729e-01	5.462e-01	5.917e-01	4.583e-01	4.486e-01	4.639e-01
4.900e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.736e-01	4.757e-01	5.635e-01	5.399e-01	5.778e-01	5.729e-01	5.462e-01	5.917e-01	4.587e-01	4.486e-01	4.639e-01
5.000e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.399e-01	5.778e-01	5.729e-01	5.462e-01	5.917e-01	4.601e-01	4.486e-01	4.656e-01
5.100e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.399e-01	5.799e-01	5.729e-01	5.486e-01	5.917e-01	4.601e-01	4.486e-01	4.656e-01
5.200e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.399e-01	5.799e-01	5.729e-01	5.486e-01	5.917e-01	4.601e-01	4.486e-01	4.656e-01
5.300e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.399e-01	5.799e-01	5.729e-01	5.573e-01	5.920e-01	4.601e-01	4.486e-01	4.656e-01
5.400e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.399e-01	5.799e-01	5.729e-01	5.573e-01	5.920e-01	4.618e-01	4.486e-01	4.684e-01
5.500e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.451e-01	5.799e-01	5.729e-01	5.573e-01	5.955e-01	4.618e-01	4.486e-01	4.684e-01
5.600e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.451e-01	5.799e-01	5.729e-01	5.573e-01	5.955e-01	4.618e-01	4.486e-01	4.684e-01
5.700e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.486e-01	5.799e-01	5.729e-01	5.573e-01	5.990e-01	4.618e-01	4.486e-01	4.684e-01
5.800e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.486e-01	5.799e-01	5.729e-01	5.573e-01	5.990e-01	4.618e-01	4.486e-01	4.684e-01
5.900e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.635e-01	5.486e-01	5.799e-01	5.729e-01	5.573e-01	5.990e-01	4.618e-01	4.486e-01	4.684e-01
6.000e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.642e-01	5.486e-01	5.799e-01	5.747e-01	5.573e-01	5.990e-01	4.635e-01	4.549e-01	4.684e-01
6.100e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.642e-01	5.486e-01	5.799e-01	5.747e-01	5.573e-01	5.990e-01	4.635e-01	4.549e-01	4.684e-01
6.200e+03	4.757e-01	4.736e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.642e-01	5.521e-01	5.802e-01	5.747e-01	5.573e-01	5.990e-01	4.635e-01	4.549e-01	4.684e-01
6.300e+03	4.757e-01	4.743e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.642e-01	5.521e-01	5.802e-01	5.816e-01	5.573e-01	5.990e-01	4.635e-01	4.549e-01	4.684e-01
6.400e+03	4.757e-01	4.743e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.642e-01	5.521e-01	5.802e-01	5.816e-01	5.573e-01	5.990e-01	4.635e-01	4.549e-01	4.684e-01
6.500e+03	4.757e-01	4.743e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.642e-01	5.521e-01	5.802e-01	5.816e-01	5.573e-01	6.007e-01	4.635e-01	4.549e-01	4.684e-01
6.600e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.642e-01	5.521e-01	5.802e-01	5.816e-01	5.573e-01	6.007e-01	4.635e-01	4.549e-01	4.684e-01
6.700e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.743e-01	4.757e-01	5.653e-01	5.521e-01	5.802e-01	5.816e-01	5.573e-01	6.007e-01	4.635e-01	4.549e-01	4.684e-01
6.800e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.653e-01	5.521e-01	5.802e-01	5.816e-01	5.573e-01	6.007e-01	4.635e-01	4.549e-01	4.684e-01
6.900e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.653e-01	5.521e-01	5.802e-01	5.816e-01	5.573e-01	6.042e-01	4.635e-01	4.549e-01	4.684e-01
7.000e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.653e-01	5.521e-01	5.802e-01	5.851e-01	5.573e-01	6.042e-01	4.635e-01	4.549e-01	4.684e-01
7.100e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.653e-01	5.521e-01	5.802e-01	5.851e-01	5.590e-01	6.042e-01	4.635e-01	4.549e-01	4.722e-01
7.200e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.660e-01	5.521e-01	5.802e-01	5.851e-01	5.590e-01	6.042e-01	4.635e-01	4.549e-01	4.722e-01
7.300e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.660e-01	5.521e-01	5.802e-01	5.851e-01	5.590e-01	6.042e-01	4.635e-01	4.549e-01	4.722e-01
7.400e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.042e-01	4.635e-01	4.549e-01	4.760e-01
7.500e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.042e-01	4.635e-01	4.549e-01	4.760e-01
7.600e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.042e-01	4.635e-01	4.549e-01	4.760e-01
7.700e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.757e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.076e-01	4.635e-01	4.549e-01	4.760e-01
7.800e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.076e-01	4.635e-01	4.549e-01	4.760e-01
7.900e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.076e-01	4.649e-01	4.549e-01	4.760e-01
8.000e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.076e-01	4.653e-01	4.549e-01	4.760e-01
8.100e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.681e-01	5.521e-01	5.802e-01	5.851e-01	5.625e-01	6.076e-01	4.653e-01	4.549e-01	4.760e-01
8.200e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.698e-01	5.521e-01	5.802e-01	5.851e-01	5.649e-01	6.076e-01	4.653e-01	4.549e-01	4.809e-01
8.300e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.698e-01	5.521e-01	5.802e-01	5.868e-01	5.649e-01	6.076e-01	4.653e-01	4.601e-01	4.809e-01
8.400e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.698e-01	5.521e-01	5.802e-01	5.868e-01	5.649e-01	6.076e-01	4.674e-01	4.601e-01	4.809e-01
8.500e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.868e-01	5.649e-01	6.076e-01	4.674e-01	4.601e-01	4.809e-01
8.600e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.868e-01	5.649e-01	6.076e-01	4.674e-01	4.601e-01	4.809e-01
8.700e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.868e-01	5.649e-01	6.076e-01	4.674e-01	4.601e-01	4.809e-01
8.800e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.868e-01	5.649e-01	6.076e-01	4.674e-01	4.604e-01	4.809e-01
8.900e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.868e-01	5.677e-01	6.076e-01	4.674e-01	4.604e-01	4.882e-01
9.000e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.868e-01	5.677e-01	6.076e-01	4.674e-01	4.604e-01	4.882e-01
9.100e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.868e-01	5.677e-01	6.076e-01	4.684e-01	4.604e-01	4.882e-01
9.200e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.885e-01	5.677e-01	6.076e-01	4.684e-01	4.618e-01	4.896e-01
9.300e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.885e-01	5.677e-01	6.076e-01	4.684e-01	4.618e-01	4.896e-01
9.400e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.903e-01	5.677e-01	6.076e-01	4.684e-01	4.618e-01	4.896e-01
9.500e+03	4.757e-01	4.750e-01	4.757e-01	4.757e-01	4.757e-01	4.760e-01	5.708e-01	5.521e-01	5.802e-01	5.903e-01	5.677e-01	6.076e-01	4.684e-01	4.618e-01	4.896e-01
