n.evals.q.1.0.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max
1.000e+02	2.500e-01	1.486e-01	2.500e-01	2.676e-01	2.284e-01	3.750e-01	4.867e-01	2.667e-01	5.994e-01	2.362e-01	1.250e-01	2.898e-01	2.500e-01	2.500e-01	3.750e-01
2.000e+02	2.492e-01	2.890e-02	2.500e-01	2.445e-01	1.010e-01	2.832e-01	3.909e-01	2.487e-01	4.963e-01	2.860e-01	1.875e-01	3.134e-01	3.683e-01	2.500e-01	3.750e-01
3.000e+02	2.492e-01	2.890e-02	2.500e-01	1.852e-01	6.791e-02	2.537e-01	3.909e-01	2.196e-01	4.963e-01	3.344e-01	2.418e-01	3.748e-01	3.750e-01	2.500e-01	3.750e-01
4.000e+02	2.492e-01	2.890e-02	2.500e-01	9.338e-02	5.244e-02	2.180e-01	4.136e-01	2.039e-01	4.963e-01	3.344e-01	2.975e-01	3.747e-01	3.750e-01	2.500e-01	3.750e-01
5.000e+02	2.492e-01	2.890e-02	2.500e-01	8.781e-02	4.044e-02	2.180e-01	4.391e-01	2.515e-01	5.433e-01	3.582e-01	2.975e-01	3.749e-01	3.750e-01	3.375e-01	3.750e-01
6.000e+02	2.433e-01	2.890e-02	2.500e-01	8.781e-02	4.044e-02	1.652e-01	4.284e-01	2.384e-01	5.309e-01	3.377e-01	2.975e-01	3.747e-01	3.750e-01	3.750e-01	3.750e-01
7.000e+02	2.433e-01	2.890e-02	2.500e-01	9.338e-02	6.046e-02	1.707e-01	4.001e-01	2.384e-01	5.433e-01	3.243e-01	2.975e-01	3.742e-01	3.750e-01	3.750e-01	3.750e-01
8.000e+02	2.433e-01	2.890e-02	2.500e-01	7.946e-02	5.244e-02	1.707e-01	3.962e-01	2.384e-01	5.433e-01	3.582e-01	2.651e-01	3.750e-01	3.750e-01	3.750e-01	3.750e-01
9.000e+02	2.433e-01	2.890e-02	2.500e-01	7.946e-02	5.244e-02	1.707e-01	4.001e-01	2.813e-01	5.309e-01	3.582e-01	2.692e-01	3.750e-01	3.750e-01	3.750e-01	3.750e-01
1.000e+03	2.433e-01	2.890e-02	2.500e-01	9.286e-02	6.309e-02	1.713e-01	4.152e-01	2.908e-01	5.309e-01	3.125e-01	2.805e-01	3.750e-01	3.750e-01	3.683e-01	3.750e-01
1.100e+03	2.433e-01	2.890e-02	2.500e-01	1.094e-01	5.244e-02	1.713e-01	3.853e-01	2.643e-01	4.696e-01	3.229e-01	2.805e-01	3.750e-01	3.750e-01	3.750e-01	3.750e-01
1.200e+03	2.433e-01	2.890e-02	2.500e-01	8.781e-02	5.517e-02	1.713e-01	3.778e-01	2.643e-01	4.612e-01	3.695e-01	2.962e-01	3.752e-01	3.750e-01	3.750e-01	3.750e-01
1.300e+03	2.433e-01	2.890e-02	2.500e-01	9.742e-02	6.326e-02	1.713e-01	3.489e-01	2.355e-01	4.227e-01	3.721e-01	2.962e-01	3.905e-01	3.750e-01	3.750e-01	3.750e-01
1.400e+03	2.433e-01	2.890e-02	2.500e-01	9.742e-02	6.326e-02	1.713e-01	3.489e-01	2.355e-01	4.227e-01	3.709e-01	2.931e-01	3.905e-01	3.750e-01	3.683e-01	3.750e-01
1.500e+03	2.433e-01	2.890e-02	2.500e-01	8.781e-02	6.326e-02	1.713e-01	2.908e-01	2.141e-01	4.192e-01	3.647e-01	2.931e-01	3.906e-01	3.750e-01	3.683e-01	3.750e-01
1.600e+03	2.433e-01	2.890e-02	2.500e-01	8.781e-02	6.326e-02	1.713e-01	2.813e-01	2.141e-01	4.227e-01	3.709e-01	2.811e-01	4.086e-01	3.750e-01	3.683e-01	3.750e-01
1.700e+03	2.433e-01	2.890e-02	2.500e-01	8.781e-02	6.326e-02	1.713e-01	2.813e-01	2.141e-01	4.227e-01	3.709e-01	2.638e-01	3.906e-01	3.750e-01	3.683e-01	3.750e-01
1.800e+03	2.433e-01	2.890e-02	2.500e-01	8.781e-02	6.326e-02	1.713e-01	2.643e-01	2.075e-01	4.227e-01	3.402e-01	2.368e-01	3.906e-01	3.750e-01	3.683e-01	3.750e-01
1.900e+03	2.433e-01	2.890e-02	2.500e-01	9.742e-02	6.393e-02	1.713e-01	2.813e-01	2.075e-01	4.227e-01	3.402e-01	2.368e-01	3.905e-01	3.750e-01	3.683e-01	3.750e-01
2.000e+03	2.433e-01	2.890e-02	2.500e-01	9.742e-02	6.326e-02	1.713e-01	2.551e-01	2.075e-01	3.778e-01	3.709e-01	2.638e-01	3.924e-01	3.750e-01	3.186e-01	3.750e-01
2.100e+03	2.433e-01	9.116e-02	2.500e-01	9.742e-02	6.326e-02	1.713e-01	2.551e-01	2.075e-01	3.778e-01	3.726e-01	2.638e-01	4.086e-01	3.750e-01	2.500e-01	3.750e-01
2.200e+03	2.433e-01	9.116e-02	2.500e-01	9.742e-02	6.326e-02	1.707e-01	2.551e-01	2.075e-01	3.524e-01	3.750e-01	2.638e-01	4.302e-01	3.750e-01	2.500e-01	3.750e-01
2.300e+03	2.433e-01	9.116e-02	2.500e-01	9.324e-02	6.326e-02	1.707e-01	2.418e-01	2.075e-01	3.524e-01	3.750e-01	2.638e-01	4.371e-01	3.750e-01	2.500e-01	3.750e-01
2.400e+03	2.433e-01	9.116e-02	2.500e-01	9.324e-02	6.326e-02	1.707e-01	2.551e-01	2.075e-01	3.778e-01	3.750e-01	2.670e-01	4.371e-01	3.750e-01	2.500e-01	3.750e-01
2.500e+03	2.433e-01	9.116e-02	2.500e-01	8.781e-02	6.105e-02	1.713e-01	2.551e-01	2.075e-01	3.524e-01	3.750e-01	2.670e-01	4.252e-01	3.750e-01	2.500e-01	3.750e-01
2.600e+03	2.433e-01	9.116e-02	2.500e-01	9.324e-02	6.105e-02	1.713e-01	2.613e-01	1.760e-01	3.778e-01	3.730e-01	2.670e-01	3.906e-01	3.750e-01	3.740e-01	3.750e-01
2.700e+03	2.433e-01	9.116e-02	2.500e-01	9.324e-02	6.105e-02	1.713e-01	2.613e-01	1.976e-01	3.778e-01	3.709e-01	2.638e-01	4.086e-01	3.750e-01	3.725e-01	3.750e-01
2.800e+03	2.433e-01	9.116e-02	2.500e-01	9.324e-02	6.105e-02	1.713e-01	2.551e-01	1.976e-01	3.778e-01	3.593e-01	2.638e-01	4.186e-01	3.750e-01	3.725e-01	3.750e-01
2.900e+03	2.433e-01	9.116e-02	2.500e-01	8.781e-02	5.946e-02	1.707e-01	2.551e-01	1.976e-01	3.778e-01	3.709e-01	2.638e-01	4.302e-01	3.750e-01	3.725e-01	3.750e-01
3.000e+03	2.433e-01	9.116e-02	2.500e-01	8.781e-02	5.946e-02	1.707e-01	2.551e-01	1.976e-01	3.778e-01	3.399e-01	2.615e-01	4.086e-01	3.750e-01	2.995e-01	3.750e-01
3.100e+03	2.433e-01	9.116e-02	2.500e-01	8.781e-02	5.946e-02	1.707e-01	2.551e-01	1.976e-01	3.778e-01	3.399e-01	2.615e-01	4.058e-01	3.750e-01	2.995e-01	3.750e-01
3.200e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	6.105e-02	1.707e-01	2.551e-01	1.976e-01	3.778e-01	3.399e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
3.300e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	6.105e-02	1.707e-01	2.768e-01	2.039e-01	3.847e-01	3.399e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
3.400e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	5.946e-02	1.707e-01	2.813e-01	2.039e-01	4.152e-01	3.382e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
3.500e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	5.946e-02	1.094e-01	2.613e-01	1.976e-01	4.152e-01	3.399e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
3.600e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	5.946e-02	1.094e-01	2.613e-01	1.976e-01	4.227e-01	3.689e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
3.700e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	5.946e-02	1.094e-01	2.613e-01	1.976e-01	4.227e-01	3.572e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
3.800e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	5.946e-02	1.094e-01	2.613e-01	1.976e-01	4.227e-01	3.399e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
3.900e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	5.946e-02	1.094e-01	2.613e-01	1.976e-01	4.227e-01	3.399e-01	2.615e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
4.000e+03	2.433e-01	9.116e-02	2.500e-01	8.626e-02	5.946e-02	1.094e-01	2.551e-01	1.931e-01	4.152e-01	3.532e-01	2.670e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
4.100e+03	2.433e-01	9.116e-02	2.500e-01	7.881e-02	5.946e-02	1.061e-01	2.551e-01	1.931e-01	4.152e-01	3.532e-01	2.670e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
4.200e+03	2.433e-01	9.116e-02	2.500e-01	7.881e-02	5.932e-02	1.061e-01	2.551e-01	1.931e-01	4.152e-01	3.532e-01	2.670e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
4.300e+03	2.433e-01	9.116e-02	2.500e-01	7.881e-02	5.932e-02	1.061e-01	2.418e-01	1.760e-01	3.524e-01	3.532e-01	2.609e-01	4.375e-01	3.750e-01	2.500e-01	3.750e-01
4.400e+03	2.433e-01	9.116e-02	2.500e-01	7.881e-02	5.932e-02	1.061e-01	2.418e-01	1.760e-01	3.524e-01	3.399e-01	2.609e-01	3.906e-01	3.750e-01	2.500e-01	3.750e-01
4.500e+03	2.433e-01	9.116e-02	2.500e-01	6.954e-02	5.932e-02	1.061e-01	2.551e-01	1.931e-01	3.778e-01	3.399e-01	2.609e-01	3.906e-01	3.750e-01	2.500e-01	3.750e-01
4.600e+03	2.433e-01	9.116e-02	2.500e-01	6.954e-02	5.932e-02	1.061e-01	2.613e-01	1.817e-01	4.152e-01	3.399e-01	2.609e-01	3.906e-01	3.750e-01	2.500e-01	3.750e-01
4.700e+03	2.433e-01	9.116e-02	2.500e-01	6.954e-02	5.932e-02	1.061e-01	2.613e-01	1.817e-01	4.152e-01	3.399e-01	2.566e-01	3.906e-01	3.750e-01	3.129e-01	3.750e-01
4.800e+03	2.433e-01	9.116e-02	2.500e-01	7.881e-02	5.932e-02	1.061e-01	2.613e-01	1.817e-01	4.013e-01	3.399e-01	2.566e-01	3.906e-01	3.750e-01	3.129e-01	3.750e-01
4.900e+03	2.433e-01	9.116e-02	2.500e-01	7.881e-02	5.946e-02	1.061e-01	2.613e-01	1.817e-01	4.013e-01	3.399e-01	2.478e-01	4.188e-01	3.750e-01	3.129e-01	3.750e-01
5.000e+03	2.433e-01	9.116e-02	2.500e-01	6.954e-02	5.932e-02	1.060e-01	2.551e-01	1.760e-01	3.778e-01	3.399e-01	2.478e-01	4.188e-01	3.750e-01	3.129e-01	3.750e-01
5.100e+03	2.433e-01	9.116e-02	2.500e-01	6.954e-02	5.932e-02	1.060e-01	2.613e-01	1.817e-01	3.778e-01	3.399e-01	2.478e-01	4.188e-01	3.750e-01	2.500e-01	3.750e-01
5.200e+03	2.433e-01	9.116e-02	2.500e-01	6.954e-02	5.932e-02	1.060e-01	2.613e-01	1.817e-01	3.778e-01	3.382e-01	2.368e-01	4.188e-01	3.750e-01	2.500e-01	3.750e-01
5.300e+03	2.433e-01	9.116e-02	2.500e-01	7.881e-02	5.932e-02	1.061e-01	2.763e-01	1.976e-01	4.013e-01	3.382e-01	2.368e-01	4.125e-01	3.750e-01	2.500e-01	3.750e-01
5.400e+03	2.433e-01	9.116e-02	2.500e-01	6.921e-02	5.382e-02	1.061e-01	2.763e-01	1.976e-01	4.013e-01	3.254e-01	2.321e-01	4.188e-01	3.750e-01	2.500e-01	3.750e-01
5.500e+03	2.433e-01	9.116e-02	2.500e-01	6.921e-02	5.382e-02	1.272e-01	2.763e-01	1.976e-01	4.013e-01	2.873e-01	2.196e-01	4.188e-01	3.750e-01	2.500e-01	3.750e-01
5.600e+03	2.433e-01	9.116e-02	2.500e-01	6.921e-02	5.382e-02	1.272e-01	2.763e-01	1.976e-01	4.013e-01	2.773e-01	2.196e-01	3.906e-01	3.750e-01	3.125e-01	3.750e-01
5.700e+03	2.433e-01	9.116e-02	2.500e-01	6.921e-02	5.382e-02	1.272e-01	2.763e-01	1.976e-01	4.013e-01	2.773e-01	2.196e-01	3.906e-01	3.750e-01	3.125e-01	3.750e-01
5.800e+03	2.433e-01	9.116e-02	2.500e-01	6.921e-02	5.382e-02	1.356e-01	2.763e-01	1.976e-01	3.778e-01	2.873e-01	2.321e-01	4.373e-01	3.750e-01	3.125e-01	3.750e-01
5.900e+03	2.433e-01	9.116e-02	2.500e-01	6.921e-02	5.382e-02	1.356e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.321e-01	4.373e-01	3.750e-01	3.125e-01	3.750e-01
6.000e+03	2.433e-01	1.007e-01	2.500e-01	6.921e-02	5.382e-02	1.356e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.321e-01	3.906e-01	3.750e-01	3.125e-01	3.750e-01
6.100e+03	2.433e-01	1.007e-01	2.500e-01	6.921e-02	5.382e-02	1.356e-01	2.763e-01	1.976e-01	3.778e-01	2.773e-01	2.321e-01	3.785e-01	3.750e-01	3.125e-01	3.750e-01
6.200e+03	2.433e-01	1.007e-01	2.500e-01	6.921e-02	5.382e-02	1.356e-01	2.763e-01	1.976e-01	3.778e-01	2.773e-01	2.321e-01	3.785e-01	3.750e-01	3.125e-01	3.750e-01
6.300e+03	2.433e-01	1.007e-01	2.500e-01	6.921e-02	5.382e-02	1.356e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.321e-01	3.994e-01	3.750e-01	3.125e-01	3.750e-01
6.400e+03	2.369e-01	2.890e-02	2.500e-01	6.921e-02	5.382e-02	1.356e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.321e-01	3.994e-01	3.750e-01	3.125e-01	3.750e-01
6.500e+03	2.369e-01	2.890e-02	2.500e-01	7.881e-02	5.382e-02	1.449e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.321e-01	3.994e-01	3.750e-01	3.125e-01	3.750e-01
6.600e+03	2.369e-01	2.890e-02	2.500e-01	7.881e-02	5.382e-02	1.449e-01	2.763e-01	1.976e-01	3.778e-01	3.254e-01	2.196e-01	3.994e-01	3.750e-01	3.125e-01	3.750e-01
6.700e+03	2.369e-01	2.890e-02	2.500e-01	7.881e-02	5.382e-02	1.449e-01	2.763e-01	1.976e-01	3.778e-01	3.013e-01	2.196e-01	3.994e-01	3.750e-01	3.125e-01	3.750e-01
6.800e+03	2.369e-01	2.890e-02	2.500e-01	6.921e-02	4.451e-02	1.449e-01	2.763e-01	1.976e-01	3.778e-01	3.013e-01	2.196e-01	3.994e-01	3.750e-01	3.125e-01	3.750e-01
6.900e+03	2.369e-01	2.890e-02	2.500e-01	6.921e-02	4.451e-02	1.449e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.180e-01	3.906e-01	3.750e-01	3.125e-01	3.750e-01
7.000e+03	2.369e-01	2.890e-02	2.500e-01	6.921e-02	4.451e-02	1.449e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.180e-01	3.906e-01	3.750e-01	3.125e-01	3.750e-01
7.100e+03	2.369e-01	2.890e-02	2.500e-01	6.921e-02	4.451e-02	1.449e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.180e-01	3.906e-01	3.750e-01	3.125e-01	3.750e-01
7.200e+03	2.369e-01	2.890e-02	2.500e-01	7.881e-02	5.382e-02	1.484e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.180e-01	3.906e-01	3.750e-01	3.129e-01	3.750e-01
7.300e+03	2.369e-01	2.890e-02	2.500e-01	8.781e-02	5.382e-02	1.931e-01	2.763e-01	1.976e-01	3.778e-01	2.884e-01	2.180e-01	3.888e-01	3.750e-01	3.129e-01	3.750e-01
7.400e+03	2.369e-01	2.890e-02	2.500e-01	7.881e-02	5.382e-02	1.931e-01	2.763e-01	1.976e-01	3.778e-01	3.013e-01	2.180e-01	3.906e-01	3.750e-01	3.125e-01	3.750e-01
7.500e+03	2.369e-01	2.890e-02	2.500e-01	7.881e-02	5.382e-02	1.931e-01	2.768e-01	2.039e-01	3.778e-01	3.013e-01	2.180e-01	3.906e-01	3.750e-01	2.500e-01	3.750e-01
7.600e+03	2.369e-01	2.890e-02	2.500e-01	8.781e-02	5.839e-02	1.931e-01	2.768e-01	2.039e-01	3.778e-01	2.884e-01	1.668e-01	3.785e-01	3.750e-01	2.500e-01	3.750e-01
7.700e+03	2.369e-01	2.890e-02	2.500e-01	8.781e-02	5.839e-02	1.931e-01	2.768e-01	2.039e-01	3.778e-01	3.013e-01	2.180e-01	3.785e-01	3.750e-01	2.500e-01	3.750e-01
7.800e+03	2.327e-01	2.890e-02	2.500e-01	8.781e-02	5.839e-02	1.931e-01	2.768e-01	2.039e-01	3.778e-01	2.884e-01	2.180e-01	3.785e-01	3.750e-01	2.500e-01	3.750e-01
7.900e+03	2.327e-01	2.890e-02	2.500e-01	8.781e-02	5.839e-02	1.931e-01	2.768e-01	2.039e-01	3.778e-01	2.884e-01	2.180e-01	3.785e-01	3.750e-01	2.500e-01	3.750e-01
8.000e+03	2.327e-01	2.890e-02	2.500e-01	9.123e-02	5.946e-02	2.180e-01	2.768e-01	2.039e-01	3.778e-01	2.873e-01	2.180e-01	3.487e-01	3.750e-01	2.500e-01	3.750e-01
8.100e+03	2.327e-01	2.890e-02	2.500e-01	9.123e-02	5.946e-02	2.180e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.180e-01	3.487e-01	3.750e-01	2.500e-01	3.750e-01
8.200e+03	2.327e-01	2.890e-02	2.500e-01	9.123e-02	5.946e-02	2.180e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.180e-01	3.487e-01	3.750e-01	2.500e-01	3.750e-01
8.300e+03	2.327e-01	2.890e-02	2.500e-01	9.123e-02	5.946e-02	2.180e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.180e-01	3.487e-01	3.750e-01	2.500e-01	3.750e-01
8.400e+03	2.327e-01	2.890e-02	2.500e-01	9.324e-02	5.946e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.873e-01	2.180e-01	3.487e-01	3.750e-01	2.500e-01	3.750e-01
8.500e+03	2.284e-01	1.201e-02	2.500e-01	1.272e-01	5.839e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.773e-01	1.620e-01	3.399e-01	3.750e-01	2.500e-01	3.750e-01
8.600e+03	2.284e-01	1.201e-02	2.500e-01	1.272e-01	5.839e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.773e-01	1.620e-01	3.399e-01	3.750e-01	2.500e-01	3.750e-01
8.700e+03	2.273e-01	1.201e-02	2.500e-01	1.272e-01	4.416e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.773e-01	1.620e-01	3.399e-01	3.750e-01	2.500e-01	3.750e-01
8.800e+03	2.273e-01	1.201e-02	2.500e-01	1.272e-01	4.416e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.773e-01	1.620e-01	3.399e-01	3.750e-01	2.500e-01	3.750e-01
8.900e+03	2.273e-01	1.201e-02	2.500e-01	1.341e-01	5.839e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.773e-01	1.620e-01	3.399e-01	3.750e-01	2.500e-01	3.750e-01
9.000e+03	2.273e-01	1.201e-02	2.500e-01	1.341e-01	5.839e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.773e-01	1.620e-01	3.399e-01	3.750e-01	2.500e-01	3.750e-01
9.100e+03	2.273e-01	1.201e-02	2.500e-01	1.341e-01	5.839e-02	1.931e-01	2.813e-01	2.039e-01	3.778e-01	2.773e-01	1.620e-01	3.399e-01	3.750e-01	2.500e-01	3.750e-01
