n.evals.q.1.0.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.layer.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.neuron.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.min	parity._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialBf.avg.UNLIMITED.max
1.940e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.950e+04	1.524e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.960e+04	1.524e-01	2.624e-02	2.500e-01	7.869e-02	5.867e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.970e+04	1.524e-01	2.624e-02	2.500e-01	7.869e-02	5.867e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.980e+04	1.524e-01	2.624e-02	2.500e-01	7.869e-02	5.867e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
1.990e+04	1.740e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.000e+04	1.740e-01	2.624e-02	2.500e-01	6.877e-02	5.839e-02	1.484e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.010e+04	1.740e-01	2.624e-02	2.500e-01	6.549e-02	5.815e-02	1.470e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.275e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.020e+04	1.740e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.030e+04	1.740e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.040e+04	1.496e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.229e-01	2.254e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.050e+04	1.496e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.749e-01	2.500e-01	3.750e-01
2.060e+04	1.496e-01	2.624e-02	2.500e-01	6.549e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.070e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.321e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.080e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.090e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.100e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.110e+04	1.496e-01	2.624e-02	2.500e-01	6.379e-02	5.642e-02	1.464e-01	3.249e-01	2.551e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.120e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.130e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.745e-01	2.500e-01	3.750e-01
2.140e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.734e-01	2.500e-01	3.750e-01
2.150e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.160e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.170e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.180e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.368e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.190e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.107e-01	2.368e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.200e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.249e-01	2.418e-01	4.069e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.210e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.220e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.187e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.230e+04	1.496e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.240e+04	1.496e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.950e-01	3.654e-01	2.500e-01	3.750e-01
2.250e+04	1.496e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.260e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.750e-01	3.654e-01	2.500e-01	3.750e-01
2.270e+04	1.496e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.092e-01	2.295e-01	3.750e-01	3.125e-01	1.956e-01	3.750e-01
2.280e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.107e-01	2.295e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.290e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.107e-01	2.295e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.300e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.107e-01	2.295e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.310e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.320e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.330e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.340e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.350e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.470e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.360e+04	1.442e-01	2.624e-02	2.500e-01	6.094e-02	5.059e-02	1.487e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.370e+04	1.442e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.487e-01	3.238e-01	2.418e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.380e+04	1.442e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.487e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.390e+04	1.442e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.487e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.400e+04	1.442e-01	2.624e-02	2.500e-01	6.252e-02	5.642e-02	1.487e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.410e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.839e-02	1.547e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.420e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.839e-02	1.547e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.430e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.839e-02	1.547e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.440e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.839e-02	1.547e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.450e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.839e-02	1.547e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.460e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.839e-02	1.547e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.470e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.839e-02	1.748e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.480e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	4.114e-01	3.125e-01	2.500e-01	3.750e-01
2.490e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	4.114e-01	3.125e-01	2.500e-01	3.750e-01
2.500e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.867e-02	1.748e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.510e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.867e-02	1.748e-01	3.229e-01	2.404e-01	4.029e-01	3.145e-01	2.275e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.520e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.867e-02	1.748e-01	3.229e-01	2.404e-01	4.029e-01	3.092e-01	2.275e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.530e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.867e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.092e-01	2.275e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.540e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.867e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.275e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.550e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.275e-01	3.889e-01	3.125e-01	1.956e-01	3.750e-01
2.560e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.275e-01	3.889e-01	3.125e-01	1.956e-01	3.750e-01
2.570e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.275e-01	3.889e-01	3.125e-01	1.956e-01	3.750e-01
2.580e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.275e-01	3.889e-01	3.125e-01	1.956e-01	3.750e-01
2.590e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.368e-01	3.889e-01	3.125e-01	1.956e-01	3.750e-01
2.600e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.368e-01	3.889e-01	3.125e-01	1.956e-01	3.750e-01
2.610e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.107e-01	2.368e-01	3.889e-01	3.125e-01	1.956e-01	3.750e-01
2.620e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.125e-01	1.956e-01	3.750e-01
2.630e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.125e-01	2.500e-01	3.750e-01
2.640e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.650e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.660e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.889e-01	3.335e-01	2.500e-01	3.750e-01
2.670e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.637e-01	2.500e-01	3.750e-01
2.680e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.637e-01	2.500e-01	3.750e-01
2.690e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.637e-01	2.500e-01	3.750e-01
2.700e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.637e-01	2.500e-01	3.750e-01
2.710e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.637e-01	2.500e-01	3.750e-01
2.720e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.229e-01	2.375e-01	4.029e-01	3.145e-01	2.368e-01	3.935e-01	3.637e-01	2.500e-01	3.750e-01
2.730e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.637e-01	2.500e-01	3.750e-01
2.740e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.750e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.760e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.770e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.780e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.790e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.800e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.810e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.107e-01	2.368e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.820e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.748e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.830e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.840e+04	1.457e-01	2.890e-02	2.500e-01	6.252e-02	5.839e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.850e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.860e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.294e-01	2.500e-01	3.750e-01
2.870e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.880e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.890e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.900e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.910e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.125e-01	2.500e-01	3.750e-01
2.920e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.717e-01	2.500e-01	3.750e-01
2.930e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.692e-01	2.500e-01	3.750e-01
2.940e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.692e-01	2.500e-01	3.750e-01
2.950e+04	1.457e-01	2.890e-02	2.500e-01	6.379e-02	5.867e-02	1.508e-01	3.105e-01	2.375e-01	4.013e-01	3.145e-01	2.419e-01	3.889e-01	3.665e-01	2.500e-01	3.750e-01
