n.evals.q.1.0.	parity._.me.hebbian.network.best.quality.inconsistency	parity._.me.hebbian.network.best.quality.inconsistency.min	parity._.me.hebbian.network.best.quality.inconsistency.max	parity._.me.hebbian.layer.best.quality.inconsistency	parity._.me.hebbian.layer.best.quality.inconsistency.min	parity._.me.hebbian.layer.best.quality.inconsistency.max	parity._.me.hebbian.neuron.best.quality.inconsistency	parity._.me.hebbian.neuron.best.quality.inconsistency.min	parity._.me.hebbian.neuron.best.quality.inconsistency.max	parity._.me.hebbian.synapse.best.quality.inconsistency	parity._.me.hebbian.synapse.best.quality.inconsistency.min	parity._.me.hebbian.synapse.best.quality.inconsistency.max	parity._.me.freeForm.best.quality.inconsistency	parity._.me.freeForm.best.quality.inconsistency.min	parity._.me.freeForm.best.quality.inconsistency.max
9.600e+03	8.394e-01	5.929e-01	9.626e-01	4.081e-01	1.975e-01	4.719e-01	3.063e-01	2.254e-01	4.187e-01	5.335e-01	4.064e-01	6.561e-01	8.180e-01	7.634e-01	8.537e-01
9.700e+03	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	5.335e-01	4.064e-01	6.561e-01	8.180e-01	7.634e-01	8.537e-01
9.800e+03	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	5.335e-01	4.064e-01	6.561e-01	8.180e-01	7.634e-01	8.537e-01
9.900e+03	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	5.335e-01	3.987e-01	6.561e-01	8.180e-01	7.634e-01	8.537e-01
1.000e+04	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	4.714e-01	3.990e-01	6.472e-01	8.180e-01	7.634e-01	8.424e-01
1.010e+04	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	4.714e-01	4.064e-01	6.472e-01	8.180e-01	7.634e-01	8.424e-01
1.020e+04	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	4.714e-01	4.064e-01	6.430e-01	8.180e-01	7.634e-01	8.424e-01
1.030e+04	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	4.714e-01	4.064e-01	6.430e-01	8.180e-01	7.634e-01	8.424e-01
1.040e+04	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	4.714e-01	4.064e-01	6.430e-01	8.180e-01	7.634e-01	8.424e-01
1.050e+04	8.394e-01	5.929e-01	9.626e-01	4.069e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.987e-01	6.281e-01	8.180e-01	7.634e-01	8.424e-01
1.060e+04	8.394e-01	5.929e-01	9.626e-01	2.936e-01	1.975e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.851e-01	6.281e-01	8.122e-01	7.634e-01	8.424e-01
1.070e+04	8.394e-01	5.929e-01	9.626e-01	2.936e-01	1.975e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.851e-01	6.281e-01	8.122e-01	7.634e-01	8.424e-01
1.080e+04	8.394e-01	5.929e-01	9.626e-01	2.936e-01	1.975e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.987e-01	6.281e-01	8.122e-01	7.634e-01	8.424e-01
1.090e+04	8.394e-01	5.929e-01	9.626e-01	2.922e-01	1.975e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.987e-01	6.281e-01	8.122e-01	7.634e-01	8.424e-01
1.100e+04	8.394e-01	5.929e-01	9.626e-01	2.922e-01	1.975e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.987e-01	6.281e-01	8.122e-01	7.634e-01	8.326e-01
1.110e+04	8.394e-01	5.929e-01	9.626e-01	2.922e-01	1.975e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.987e-01	6.472e-01	8.122e-01	7.634e-01	8.326e-01
1.120e+04	8.394e-01	5.929e-01	9.626e-01	2.922e-01	1.975e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.377e-01	3.974e-01	6.281e-01	8.122e-01	7.634e-01	8.326e-01
1.130e+04	8.394e-01	5.929e-01	9.626e-01	2.922e-01	1.975e-01	4.719e-01	3.310e-01	2.254e-01	4.187e-01	4.377e-01	3.974e-01	6.281e-01	8.122e-01	7.634e-01	8.326e-01
1.140e+04	8.394e-01	5.929e-01	9.626e-01	2.753e-01	1.881e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.987e-01	6.472e-01	8.122e-01	7.634e-01	8.326e-01
1.150e+04	7.901e-01	5.544e-01	9.532e-01	2.753e-01	1.881e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	3.987e-01	6.472e-01	8.122e-01	7.634e-01	8.326e-01
1.160e+04	7.901e-01	5.544e-01	9.532e-01	2.753e-01	1.881e-01	4.570e-01	3.310e-01	2.254e-01	4.187e-01	4.607e-01	4.064e-01	6.472e-01	8.122e-01	7.634e-01	8.326e-01
1.170e+04	7.901e-01	5.544e-01	9.532e-01	2.753e-01	1.881e-01	4.530e-01	3.310e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.326e-01
1.180e+04	7.901e-01	5.544e-01	9.532e-01	2.753e-01	1.881e-01	4.530e-01	3.310e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.190e+04	7.901e-01	5.544e-01	9.532e-01	2.753e-01	1.881e-01	4.530e-01	3.310e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.200e+04	7.901e-01	5.544e-01	9.532e-01	2.753e-01	1.881e-01	4.530e-01	3.310e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.772e-01	8.268e-01
1.210e+04	7.173e-01	5.441e-01	9.532e-01	2.753e-01	1.881e-01	4.530e-01	3.310e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.772e-01	8.268e-01
1.220e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.230e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.240e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.250e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.260e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.270e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.280e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.290e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.300e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.376e-01	3.310e-01	2.498e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.634e-01	8.268e-01
1.310e+04	7.173e-01	5.063e-01	9.532e-01	2.821e-01	1.881e-01	4.530e-01	3.063e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.581e-01	8.268e-01
1.320e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.877e-01	4.530e-01	2.963e-01	2.254e-01	3.951e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.581e-01	8.268e-01
1.330e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.877e-01	4.530e-01	2.963e-01	2.254e-01	3.951e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.581e-01	8.268e-01
1.340e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.877e-01	4.530e-01	2.963e-01	2.254e-01	3.951e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.287e-01	8.268e-01
1.350e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.877e-01	4.530e-01	2.963e-01	2.254e-01	3.951e-01	4.377e-01	4.064e-01	6.281e-01	8.122e-01	7.287e-01	8.268e-01
1.360e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.877e-01	4.530e-01	2.963e-01	2.254e-01	3.951e-01	4.377e-01	4.064e-01	6.281e-01	8.047e-01	7.287e-01	8.268e-01
1.370e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.530e-01	3.063e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.472e-01	8.047e-01	7.287e-01	8.268e-01
1.380e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.530e-01	3.063e-01	2.254e-01	4.187e-01	4.377e-01	4.064e-01	6.472e-01	8.047e-01	7.287e-01	8.268e-01
1.390e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.377e-01	4.064e-01	6.472e-01	8.047e-01	7.287e-01	8.268e-01
1.400e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.377e-01	4.064e-01	6.472e-01	8.038e-01	7.287e-01	8.268e-01
1.410e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.377e-01	4.064e-01	6.722e-01	8.021e-01	7.287e-01	8.268e-01
1.420e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.877e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.335e-01	4.064e-01	6.472e-01	8.021e-01	7.287e-01	8.268e-01
1.430e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.335e-01	4.064e-01	6.472e-01	8.023e-01	7.287e-01	8.268e-01
1.440e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.335e-01	4.064e-01	6.472e-01	8.008e-01	7.287e-01	8.268e-01
1.450e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.335e-01	4.064e-01	6.472e-01	8.008e-01	7.287e-01	8.268e-01
1.460e+04	7.173e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.530e-01	2.963e-01	2.160e-01	3.951e-01	4.335e-01	4.086e-01	6.472e-01	8.008e-01	7.287e-01	8.268e-01
1.470e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.335e-01	4.086e-01	6.472e-01	8.008e-01	7.287e-01	8.268e-01
1.480e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.335e-01	3.987e-01	6.472e-01	8.005e-01	7.287e-01	8.268e-01
1.490e+04	7.173e-01	5.063e-01	9.532e-01	2.753e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.335e-01	3.987e-01	6.472e-01	8.005e-01	7.287e-01	8.268e-01
1.500e+04	7.093e-01	5.053e-01	9.532e-01	2.753e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.335e-01	3.987e-01	6.472e-01	8.005e-01	7.287e-01	8.268e-01
1.510e+04	7.093e-01	5.053e-01	9.532e-01	2.753e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.365e-01	3.987e-01	6.472e-01	8.005e-01	7.287e-01	8.268e-01
1.520e+04	7.093e-01	5.053e-01	9.532e-01	2.753e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.365e-01	3.987e-01	6.472e-01	7.969e-01	7.287e-01	8.268e-01
1.530e+04	7.093e-01	5.053e-01	9.532e-01	2.753e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.365e-01	3.987e-01	6.472e-01	7.968e-01	7.262e-01	8.268e-01
1.540e+04	7.093e-01	5.053e-01	9.532e-01	2.753e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.365e-01	3.987e-01	6.472e-01	7.968e-01	7.262e-01	8.268e-01
1.550e+04	7.093e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.377e-01	3.987e-01	6.823e-01	7.968e-01	7.262e-01	8.268e-01
1.560e+04	7.093e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.377e-01	3.987e-01	6.823e-01	7.968e-01	7.262e-01	8.268e-01
1.570e+04	7.093e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.377e-01	3.987e-01	6.823e-01	7.968e-01	7.262e-01	8.268e-01
1.580e+04	7.093e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.590e+04	7.093e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.187e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.600e+04	6.963e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.610e+04	6.963e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.620e+04	6.963e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.630e+04	6.963e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.640e+04	6.963e-01	5.053e-01	9.532e-01	2.922e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.650e+04	6.963e-01	5.053e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.660e+04	6.963e-01	5.053e-01	9.532e-01	2.492e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.670e+04	6.963e-01	5.053e-01	9.532e-01	2.492e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.823e-01	7.969e-01	7.453e-01	8.303e-01
1.680e+04	6.963e-01	5.053e-01	9.532e-01	2.492e-01	1.817e-01	4.570e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.615e-01	7.969e-01	7.453e-01	8.303e-01
1.690e+04	6.963e-01	5.053e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.969e-01	7.453e-01	8.303e-01
1.700e+04	6.963e-01	5.053e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.969e-01	7.453e-01	8.303e-01
1.710e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.969e-01	7.453e-01	8.303e-01
1.720e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.969e-01	7.453e-01	8.303e-01
1.730e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.719e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.969e-01	7.453e-01	8.303e-01
1.740e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.719e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.969e-01	7.453e-01	8.303e-01
1.750e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.719e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.968e-01	7.453e-01	8.268e-01
1.760e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.719e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.968e-01	7.453e-01	8.268e-01
1.770e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.014e-01	2.160e-01	3.951e-01	4.377e-01	3.987e-01	6.615e-01	7.968e-01	7.453e-01	8.268e-01
1.780e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.014e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.615e-01	7.968e-01	7.453e-01	8.268e-01
1.790e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.570e-01	3.014e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.615e-01	7.968e-01	7.453e-01	8.268e-01
1.800e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.537e-01	3.014e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.615e-01	7.968e-01	7.453e-01	8.268e-01
1.810e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.537e-01	3.014e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.615e-01	7.968e-01	7.453e-01	8.268e-01
1.820e+04	7.093e-01	5.063e-01	9.532e-01	2.492e-01	1.881e-01	4.537e-01	3.014e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.615e-01	7.959e-01	7.167e-01	8.268e-01
1.830e+04	7.093e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.537e-01	3.014e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.472e-01	7.959e-01	7.167e-01	8.268e-01
1.840e+04	7.093e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.537e-01	3.063e-01	2.160e-01	4.078e-01	4.377e-01	3.987e-01	6.472e-01	7.959e-01	7.167e-01	8.268e-01
1.850e+04	7.093e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.537e-01	3.063e-01	2.019e-01	4.078e-01	4.377e-01	3.987e-01	6.472e-01	7.959e-01	7.167e-01	8.268e-01
1.860e+04	7.093e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.537e-01	3.063e-01	2.019e-01	4.078e-01	4.377e-01	3.987e-01	6.472e-01	7.959e-01	7.167e-01	8.268e-01
1.870e+04	7.093e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.537e-01	3.063e-01	2.019e-01	4.078e-01	4.377e-01	3.987e-01	6.472e-01	7.811e-01	7.138e-01	8.268e-01
1.880e+04	7.093e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.537e-01	3.291e-01	2.507e-01	4.078e-01	4.377e-01	3.795e-01	6.472e-01	7.811e-01	7.108e-01	8.268e-01
1.890e+04	7.093e-01	5.063e-01	9.532e-01	2.453e-01	1.817e-01	4.537e-01	3.291e-01	2.507e-01	4.078e-01	4.377e-01	3.795e-01	6.615e-01	7.811e-01	7.108e-01	8.268e-01
1.900e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.291e-01	2.507e-01	4.078e-01	4.377e-01	3.795e-01	6.615e-01	7.811e-01	7.108e-01	8.268e-01
1.910e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.377e-01	3.795e-01	6.615e-01	7.811e-01	7.108e-01	8.268e-01
1.920e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.377e-01	3.795e-01	6.615e-01	7.811e-01	7.108e-01	8.268e-01
1.930e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.377e-01	3.795e-01	6.615e-01	7.811e-01	7.108e-01	8.268e-01
1.940e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.377e-01	3.795e-01	6.615e-01	7.811e-01	7.108e-01	8.268e-01
1.950e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.377e-01	3.795e-01	6.615e-01	7.811e-01	7.091e-01	8.268e-01
1.960e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.961e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.091e-01	8.268e-01
