n.evals.q.1.0.	parity._.me.hebbian.network.best.quality.inconsistency	parity._.me.hebbian.network.best.quality.inconsistency.min	parity._.me.hebbian.network.best.quality.inconsistency.max	parity._.me.hebbian.layer.best.quality.inconsistency	parity._.me.hebbian.layer.best.quality.inconsistency.min	parity._.me.hebbian.layer.best.quality.inconsistency.max	parity._.me.hebbian.neuron.best.quality.inconsistency	parity._.me.hebbian.neuron.best.quality.inconsistency.min	parity._.me.hebbian.neuron.best.quality.inconsistency.max	parity._.me.hebbian.synapse.best.quality.inconsistency	parity._.me.hebbian.synapse.best.quality.inconsistency.min	parity._.me.hebbian.synapse.best.quality.inconsistency.max	parity._.me.freeForm.best.quality.inconsistency	parity._.me.freeForm.best.quality.inconsistency.min	parity._.me.freeForm.best.quality.inconsistency.max
1.970e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.961e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.091e-01	8.268e-01
1.980e+04	7.173e-01	5.063e-01	9.532e-01	2.922e-01	1.961e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.091e-01	8.268e-01
1.990e+04	7.901e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.091e-01	8.268e-01
2.000e+04	7.901e-01	5.063e-01	9.532e-01	2.922e-01	1.881e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.071e-01	8.268e-01
2.010e+04	7.901e-01	5.063e-01	9.532e-01	2.453e-01	1.820e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.071e-01	8.268e-01
2.020e+04	7.901e-01	5.063e-01	9.532e-01	2.453e-01	1.820e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.071e-01	8.268e-01
2.030e+04	7.901e-01	5.063e-01	9.532e-01	2.453e-01	1.820e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	4.986e-01	3.987e-01	6.615e-01	7.811e-01	7.071e-01	8.268e-01
2.040e+04	7.901e-01	5.063e-01	9.427e-01	2.453e-01	1.820e-01	4.537e-01	3.354e-01	2.507e-01	4.187e-01	5.413e-01	3.987e-01	6.615e-01	7.811e-01	7.071e-01	8.268e-01
2.050e+04	7.901e-01	5.063e-01	9.427e-01	2.453e-01	1.820e-01	4.537e-01	3.354e-01	2.604e-01	4.187e-01	5.413e-01	3.987e-01	6.615e-01	7.811e-01	7.071e-01	8.268e-01
2.060e+04	7.901e-01	5.063e-01	9.427e-01	2.453e-01	1.820e-01	4.537e-01	3.354e-01	2.604e-01	4.187e-01	5.413e-01	3.987e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.070e+04	7.901e-01	5.063e-01	9.427e-01	2.145e-01	1.820e-01	4.537e-01	3.354e-01	2.604e-01	4.187e-01	5.413e-01	3.987e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.080e+04	7.901e-01	5.063e-01	9.427e-01	2.145e-01	1.820e-01	4.537e-01	3.354e-01	2.604e-01	4.187e-01	5.413e-01	3.987e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.090e+04	7.901e-01	5.063e-01	9.427e-01	2.145e-01	1.820e-01	4.537e-01	3.354e-01	2.604e-01	4.187e-01	4.986e-01	3.821e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.100e+04	7.901e-01	5.063e-01	9.427e-01	2.145e-01	1.820e-01	4.537e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.110e+04	7.901e-01	5.063e-01	9.427e-01	2.145e-01	1.817e-01	4.537e-01	3.468e-01	2.727e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.120e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.130e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.140e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.806e-01	7.062e-01	8.105e-01
2.150e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.160e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.170e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.180e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.821e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.190e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	3.987e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.200e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.354e-01	2.604e-01	4.195e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.210e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.291e-01	2.507e-01	4.187e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.220e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.291e-01	2.507e-01	4.187e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.230e+04	7.901e-01	5.063e-01	9.427e-01	2.029e-01	1.817e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.240e+04	7.901e-01	5.063e-01	9.427e-01	2.029e-01	1.817e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.250e+04	7.901e-01	5.063e-01	9.427e-01	2.029e-01	1.817e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.059e-01	8.105e-01
2.260e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.270e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.986e-01	4.113e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.280e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.377e-01	4.113e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.290e+04	7.901e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.377e-01	4.113e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.300e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.377e-01	4.113e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.310e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.320e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.330e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.340e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.350e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.360e+04	8.394e-01	5.063e-01	9.427e-01	1.996e-01	1.816e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.370e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.570e-01	3.250e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.380e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.390e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.400e+04	8.394e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.410e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.537e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.420e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.537e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.430e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.537e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.440e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.537e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.450e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.537e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.460e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.537e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.470e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.817e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.480e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.803e-01	4.149e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.490e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.803e-01	4.149e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.500e+04	8.706e-01	5.063e-01	9.427e-01	1.996e-01	1.820e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.822e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.510e+04	8.706e-01	5.063e-01	9.427e-01	1.996e-01	1.820e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.822e-01	6.615e-01	7.726e-01	7.058e-01	8.105e-01
2.520e+04	8.706e-01	5.063e-01	9.427e-01	1.996e-01	1.820e-01	4.570e-01	3.063e-01	2.507e-01	4.187e-01	4.453e-01	3.821e-01	6.281e-01	7.726e-01	7.058e-01	8.105e-01
2.530e+04	8.706e-01	5.063e-01	9.427e-01	1.996e-01	1.820e-01	4.570e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	3.821e-01	6.281e-01	7.726e-01	7.058e-01	8.105e-01
2.540e+04	8.706e-01	5.063e-01	9.427e-01	1.996e-01	1.820e-01	4.570e-01	3.063e-01	2.491e-01	4.187e-01	4.588e-01	4.149e-01	6.281e-01	7.726e-01	6.978e-01	8.105e-01
2.550e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.570e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.281e-01	7.726e-01	6.978e-01	8.105e-01
2.560e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.281e-01	7.726e-01	6.978e-01	8.105e-01
2.570e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.281e-01	7.726e-01	6.978e-01	8.105e-01
2.580e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.281e-01	7.726e-01	6.978e-01	8.105e-01
2.590e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	6.978e-01	8.105e-01
2.600e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	6.978e-01	8.105e-01
2.610e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	6.978e-01	8.105e-01
2.620e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.281e-01	7.726e-01	6.978e-01	8.105e-01
2.630e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.281e-01	7.726e-01	6.978e-01	8.105e-01
2.640e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	6.978e-01	8.105e-01
2.650e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	6.977e-01	8.105e-01
2.660e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.806e-01	7.058e-01	8.268e-01
2.670e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.806e-01	7.058e-01	8.140e-01
2.680e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.806e-01	7.058e-01	8.140e-01
2.690e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.806e-01	7.058e-01	8.140e-01
2.700e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.453e-01	4.149e-01	6.182e-01	7.806e-01	7.058e-01	8.140e-01
2.710e+04	8.706e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.588e-01	4.164e-01	6.182e-01	7.806e-01	7.058e-01	8.140e-01
2.720e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	4.537e-01	3.063e-01	2.491e-01	4.187e-01	4.588e-01	4.164e-01	6.182e-01	7.806e-01	7.058e-01	8.140e-01
2.730e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.537e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.806e-01	7.058e-01	8.140e-01
2.740e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.537e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.806e-01	7.058e-01	8.105e-01
2.750e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.537e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.760e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.537e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.770e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.537e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.780e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.537e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.790e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.800e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.810e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.820e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.830e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.840e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.820e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.850e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.860e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.870e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.880e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.890e+04	7.918e-01	5.063e-01	9.427e-01	2.026e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.900e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.910e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.105e-01
2.920e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	3.641e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.268e-01
2.930e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.469e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.268e-01
2.940e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.469e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.268e-01
2.950e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.469e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.232e-01
2.960e+04	7.918e-01	5.063e-01	9.427e-01	2.029e-01	1.850e-01	4.469e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.232e-01
2.970e+04	7.901e-01	5.063e-01	9.000e-01	2.029e-01	1.850e-01	4.469e-01	3.014e-01	2.491e-01	4.078e-01	4.453e-01	4.149e-01	6.182e-01	7.726e-01	7.058e-01	8.232e-01
