n.evals.q.1.0.	parity._.me.hebbian.network.best.quality.increase	parity._.me.hebbian.network.best.quality.increase.min	parity._.me.hebbian.network.best.quality.increase.max	parity._.me.hebbian.layer.best.quality.increase	parity._.me.hebbian.layer.best.quality.increase.min	parity._.me.hebbian.layer.best.quality.increase.max	parity._.me.hebbian.neuron.best.quality.increase	parity._.me.hebbian.neuron.best.quality.increase.min	parity._.me.hebbian.neuron.best.quality.increase.max	parity._.me.hebbian.synapse.best.quality.increase	parity._.me.hebbian.synapse.best.quality.increase.min	parity._.me.hebbian.synapse.best.quality.increase.max	parity._.me.freeForm.best.quality.increase	parity._.me.freeForm.best.quality.increase.min	parity._.me.freeForm.best.quality.increase.max
9.700e+03	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.138e-01	3.262e-01	3.350e-01	1.691e-01	3.953e-01
9.800e+03	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.138e-01	3.262e-01	3.350e-01	1.691e-01	3.953e-01
9.900e+03	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.138e-01	3.600e-01	3.350e-01	1.691e-01	3.953e-01
1.000e+04	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.322e-01	3.619e-01	3.373e-01	1.691e-01	3.953e-01
1.010e+04	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.322e-01	3.619e-01	3.373e-01	1.691e-01	3.953e-01
1.020e+04	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.322e-01	3.506e-01	3.373e-01	1.691e-01	3.953e-01
1.030e+04	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.322e-01	3.506e-01	3.373e-01	1.691e-01	3.953e-01
1.040e+04	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.342e-01	1.322e-01	3.506e-01	3.373e-01	1.691e-01	3.953e-01
1.050e+04	1.922e-01	3.517e-02	2.654e-01	1.444e-01	8.780e-02	2.447e-01	2.834e-01	2.197e-01	3.958e-01	2.332e-01	1.322e-01	2.922e-01	3.373e-01	1.691e-01	3.953e-01
1.060e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.332e-01	1.322e-01	2.873e-01	3.429e-01	1.691e-01	3.985e-01
1.070e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.251e-01	1.322e-01	2.873e-01	3.429e-01	1.691e-01	3.953e-01
1.080e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.250e-01	1.322e-01	2.873e-01	3.429e-01	1.691e-01	3.953e-01
1.090e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.250e-01	1.322e-01	2.873e-01	3.373e-01	1.691e-01	3.852e-01
1.100e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.250e-01	1.322e-01	2.873e-01	3.429e-01	1.832e-01	3.953e-01
1.110e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.251e-01	1.322e-01	2.922e-01	3.429e-01	2.125e-01	3.953e-01
1.120e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.176e-01	1.138e-01	2.873e-01	3.429e-01	2.171e-01	3.953e-01
1.130e+04	1.922e-01	3.517e-02	2.654e-01	1.357e-01	8.780e-02	2.358e-01	2.834e-01	2.197e-01	3.958e-01	2.176e-01	1.138e-01	2.873e-01	3.429e-01	2.223e-01	3.953e-01
1.140e+04	1.922e-01	3.517e-02	2.654e-01	1.078e-01	8.563e-02	2.049e-01	2.834e-01	2.197e-01	3.958e-01	2.251e-01	1.322e-01	2.922e-01	3.429e-01	2.223e-01	3.953e-01
1.150e+04	1.513e-01	3.517e-02	2.654e-01	1.078e-01	8.563e-02	2.049e-01	2.834e-01	2.197e-01	3.958e-01	2.251e-01	1.322e-01	2.873e-01	3.404e-01	2.223e-01	3.953e-01
1.160e+04	1.513e-01	3.517e-02	2.654e-01	1.078e-01	8.563e-02	2.049e-01	2.834e-01	2.197e-01	3.958e-01	2.251e-01	1.322e-01	2.922e-01	3.404e-01	2.223e-01	3.953e-01
1.170e+04	1.513e-01	3.517e-02	2.654e-01	1.078e-01	8.563e-02	2.049e-01	2.834e-01	2.197e-01	3.958e-01	2.176e-01	1.138e-01	2.922e-01	2.992e-01	2.223e-01	3.953e-01
1.180e+04	1.513e-01	3.517e-02	2.654e-01	1.078e-01	8.563e-02	2.049e-01	2.834e-01	2.197e-01	3.958e-01	2.176e-01	1.138e-01	2.922e-01	2.992e-01	1.986e-01	3.985e-01
1.190e+04	1.513e-01	3.517e-02	2.654e-01	1.078e-01	8.614e-02	2.049e-01	2.834e-01	2.197e-01	3.958e-01	2.176e-01	1.138e-01	2.922e-01	3.595e-01	2.223e-01	3.985e-01
1.200e+04	1.513e-01	3.517e-02	2.654e-01	1.078e-01	8.614e-02	2.049e-01	2.834e-01	2.197e-01	3.958e-01	2.176e-01	1.138e-01	2.922e-01	3.163e-01	2.481e-01	3.842e-01
1.210e+04	1.049e-01	3.517e-02	2.654e-01	1.078e-01	8.614e-02	2.219e-01	2.834e-01	2.197e-01	3.958e-01	2.176e-01	9.132e-02	2.922e-01	3.163e-01	2.481e-01	3.842e-01
1.220e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.176e-01	9.132e-02	2.922e-01	3.360e-01	2.481e-01	3.842e-01
1.230e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.176e-01	8.762e-02	2.922e-01	3.595e-01	2.481e-01	3.985e-01
1.240e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.176e-01	8.762e-02	2.922e-01	3.595e-01	2.481e-01	3.985e-01
1.250e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.176e-01	8.762e-02	2.922e-01	3.360e-01	2.481e-01	3.842e-01
1.260e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.176e-01	8.762e-02	2.922e-01	3.595e-01	2.481e-01	3.985e-01
1.270e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.176e-01	8.762e-02	2.922e-01	3.595e-01	2.481e-01	3.985e-01
1.280e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.176e-01	8.762e-02	2.922e-01	3.627e-01	2.875e-01	4.040e-01
1.290e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.119e-01	9.132e-02	2.922e-01	3.627e-01	2.875e-01	4.040e-01
1.300e+04	9.802e-02	3.430e-02	2.654e-01	9.487e-02	8.563e-02	2.049e-01	2.834e-01	2.220e-01	3.958e-01	2.119e-01	9.132e-02	2.922e-01	3.595e-01	2.481e-01	3.985e-01
1.310e+04	9.802e-02	3.430e-02	2.654e-01	1.276e-01	8.614e-02	2.219e-01	2.770e-01	2.197e-01	3.800e-01	2.119e-01	9.132e-02	2.922e-01	3.595e-01	2.481e-01	3.842e-01
1.320e+04	9.802e-02	3.430e-02	2.654e-01	1.276e-01	8.563e-02	2.219e-01	2.770e-01	2.197e-01	3.800e-01	2.119e-01	9.132e-02	2.922e-01	3.595e-01	2.481e-01	3.842e-01
1.330e+04	9.802e-02	3.430e-02	2.654e-01	1.276e-01	8.563e-02	2.219e-01	2.770e-01	2.197e-01	3.800e-01	2.119e-01	9.132e-02	2.922e-01	3.627e-01	2.875e-01	3.985e-01
1.340e+04	9.802e-02	3.430e-02	2.654e-01	1.276e-01	8.563e-02	2.219e-01	2.770e-01	2.197e-01	3.800e-01	2.119e-01	9.132e-02	2.922e-01	3.627e-01	2.875e-01	3.842e-01
1.350e+04	9.802e-02	3.430e-02	2.654e-01	1.276e-01	8.563e-02	2.219e-01	2.770e-01	2.197e-01	3.800e-01	2.119e-01	9.132e-02	2.922e-01	3.627e-01	2.875e-01	3.842e-01
1.360e+04	9.802e-02	3.430e-02	2.654e-01	1.276e-01	8.563e-02	2.219e-01	2.770e-01	2.197e-01	3.800e-01	2.119e-01	9.132e-02	2.922e-01	3.627e-01	2.875e-01	3.985e-01
1.370e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.219e-01	2.834e-01	2.220e-01	3.800e-01	2.119e-01	9.132e-02	3.322e-01	3.627e-01	2.875e-01	3.985e-01
1.380e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.219e-01	2.834e-01	2.220e-01	3.800e-01	2.119e-01	9.132e-02	3.322e-01	3.627e-01	2.875e-01	3.985e-01
1.390e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.269e-01	2.770e-01	2.197e-01	3.672e-01	2.119e-01	9.132e-02	3.322e-01	3.627e-01	2.884e-01	3.985e-01
1.400e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.269e-01	2.834e-01	2.197e-01	3.672e-01	2.119e-01	9.132e-02	3.322e-01	3.627e-01	2.884e-01	4.020e-01
1.410e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.269e-01	2.834e-01	2.197e-01	3.672e-01	2.119e-01	9.132e-02	3.322e-01	3.627e-01	2.884e-01	3.985e-01
1.420e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.738e-02	2.269e-01	2.834e-01	2.197e-01	3.672e-01	1.969e-01	9.132e-02	2.922e-01	3.627e-01	2.884e-01	3.985e-01
1.430e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.269e-01	2.823e-01	2.197e-01	3.672e-01	1.969e-01	9.132e-02	2.922e-01	3.627e-01	2.884e-01	3.985e-01
1.440e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.269e-01	2.823e-01	2.197e-01	3.672e-01	1.969e-01	9.132e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.450e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.269e-01	2.823e-01	2.197e-01	3.672e-01	1.958e-01	9.132e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.460e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.269e-01	2.823e-01	2.197e-01	3.672e-01	1.934e-01	8.762e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.470e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.934e-01	8.762e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.480e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.934e-01	8.699e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.490e+04	9.802e-02	3.430e-02	2.654e-01	1.078e-01	8.563e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.934e-01	8.699e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.500e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.563e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.934e-01	8.699e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.510e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.563e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.958e-01	8.699e-02	2.922e-01	3.595e-01	2.884e-01	3.952e-01
1.520e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.685e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.958e-01	8.699e-02	2.922e-01	3.627e-01	2.884e-01	3.985e-01
1.530e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.685e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.958e-01	8.699e-02	2.922e-01	3.638e-01	2.884e-01	4.020e-01
1.540e+04	9.347e-02	3.047e-02	2.654e-01	1.129e-01	8.738e-02	2.358e-01	2.834e-01	2.220e-01	3.800e-01	1.958e-01	8.699e-02	2.922e-01	3.638e-01	2.884e-01	4.020e-01
1.550e+04	9.347e-02	3.047e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.220e-01	3.800e-01	1.963e-01	8.762e-02	3.322e-01	3.638e-01	2.884e-01	4.020e-01
1.560e+04	9.347e-02	3.047e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.220e-01	3.800e-01	1.963e-01	8.762e-02	3.322e-01	3.572e-01	2.884e-01	3.985e-01
1.570e+04	9.347e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.220e-01	3.800e-01	1.963e-01	8.762e-02	3.322e-01	3.572e-01	2.884e-01	3.985e-01
1.580e+04	9.347e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.220e-01	3.800e-01	1.963e-01	8.762e-02	3.322e-01	3.572e-01	2.886e-01	3.985e-01
1.590e+04	9.347e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.220e-01	3.800e-01	1.963e-01	8.762e-02	3.322e-01	3.572e-01	2.886e-01	4.316e-01
1.600e+04	9.318e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.197e-01	3.800e-01	1.934e-01	8.762e-02	3.322e-01	3.572e-01	2.946e-01	3.985e-01
1.610e+04	9.318e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.197e-01	3.800e-01	1.934e-01	8.762e-02	3.322e-01	3.572e-01	2.946e-01	3.985e-01
1.620e+04	9.318e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.197e-01	3.761e-01	1.934e-01	8.762e-02	3.322e-01	3.572e-01	2.946e-01	3.985e-01
1.630e+04	9.318e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.197e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.572e-01	2.946e-01	3.985e-01
1.640e+04	9.318e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.423e-01	2.834e-01	2.197e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.572e-01	2.946e-01	3.985e-01
1.650e+04	9.318e-02	3.430e-02	2.654e-01	1.129e-01	8.738e-02	2.358e-01	2.834e-01	2.197e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.572e-01	2.946e-01	3.985e-01
1.660e+04	9.318e-02	3.430e-02	2.654e-01	1.078e-01	8.738e-02	2.358e-01	2.834e-01	2.197e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.572e-01	2.946e-01	3.985e-01
1.670e+04	9.318e-02	3.430e-02	2.654e-01	1.078e-01	8.738e-02	2.358e-01	2.834e-01	2.197e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.627e-01	2.946e-01	4.316e-01
1.680e+04	9.318e-02	3.047e-02	2.654e-01	1.078e-01	8.738e-02	2.358e-01	2.834e-01	2.197e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.627e-01	2.946e-01	4.316e-01
1.690e+04	9.318e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.358e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.638e-01	2.946e-01	4.316e-01
1.700e+04	9.318e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.358e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.638e-01	2.946e-01	4.316e-01
1.710e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.358e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	2.944e-01	3.638e-01	2.946e-01	4.316e-01
1.720e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.358e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	4.126e-01
1.730e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.423e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	3.985e-01
1.740e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.423e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	3.985e-01
1.750e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.423e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	3.985e-01
1.760e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.423e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	3.985e-01
1.770e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	3.985e-01
1.780e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	3.985e-01
1.790e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.330e-01	3.678e-01	2.946e-01	3.985e-01
1.800e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.269e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.511e-01	3.678e-01	2.946e-01	3.985e-01
1.810e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.269e-01	2.774e-01	2.163e-01	3.761e-01	2.046e-01	8.762e-02	3.511e-01	3.752e-01	2.955e-01	4.226e-01
1.820e+04	9.347e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.269e-01	2.774e-01	2.163e-01	3.761e-01	2.046e-01	8.762e-02	3.511e-01	3.752e-01	2.955e-01	4.226e-01
1.830e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.774e-01	2.163e-01	3.761e-01	1.934e-01	8.762e-02	3.511e-01	3.678e-01	2.955e-01	3.985e-01
1.840e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.834e-01	2.163e-01	3.761e-01	2.046e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	3.985e-01
1.850e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.834e-01	1.745e-01	3.761e-01	2.119e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	3.985e-01
1.860e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.834e-01	1.745e-01	3.761e-01	2.119e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	4.437e-01
1.870e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.834e-01	1.745e-01	3.761e-01	2.119e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	4.437e-01
1.880e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.839e-01	2.163e-01	3.761e-01	2.176e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	4.437e-01
1.890e+04	9.347e-02	3.047e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.839e-01	2.163e-01	3.761e-01	2.176e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	4.437e-01
1.900e+04	9.802e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.839e-01	2.163e-01	3.761e-01	2.176e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	4.437e-01
1.910e+04	9.802e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.176e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	4.437e-01
1.920e+04	9.802e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.176e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	3.985e-01
1.930e+04	9.802e-02	3.047e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.176e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	3.985e-01
1.940e+04	9.802e-02	4.214e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.176e-01	9.132e-02	4.279e-01	3.678e-01	2.955e-01	3.985e-01
1.950e+04	9.802e-02	4.214e-02	2.654e-01	1.357e-01	8.790e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.301e-01	9.132e-02	4.279e-01	3.752e-01	2.955e-01	3.985e-01
1.960e+04	9.802e-02	4.214e-02	2.654e-01	1.357e-01	8.824e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.301e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
1.970e+04	9.802e-02	4.214e-02	2.654e-01	1.357e-01	8.824e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.301e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
