n.evals.q.1.0.	parity._.me.hebbian.network.best.quality.increase	parity._.me.hebbian.network.best.quality.increase.min	parity._.me.hebbian.network.best.quality.increase.max	parity._.me.hebbian.layer.best.quality.increase	parity._.me.hebbian.layer.best.quality.increase.min	parity._.me.hebbian.layer.best.quality.increase.max	parity._.me.hebbian.neuron.best.quality.increase	parity._.me.hebbian.neuron.best.quality.increase.min	parity._.me.hebbian.neuron.best.quality.increase.max	parity._.me.hebbian.synapse.best.quality.increase	parity._.me.hebbian.synapse.best.quality.increase.min	parity._.me.hebbian.synapse.best.quality.increase.max	parity._.me.freeForm.best.quality.increase	parity._.me.freeForm.best.quality.increase.min	parity._.me.freeForm.best.quality.increase.max
1.980e+04	9.802e-02	4.214e-02	2.654e-01	1.357e-01	8.824e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.301e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
1.990e+04	9.802e-02	4.214e-02	2.654e-01	1.357e-01	8.824e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.301e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
2.000e+04	9.802e-02	4.214e-02	2.654e-01	1.357e-01	8.824e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.301e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
2.010e+04	9.802e-02	4.214e-02	2.654e-01	1.078e-01	8.790e-02	2.358e-01	2.898e-01	2.163e-01	4.027e-01	2.301e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
2.020e+04	9.802e-02	4.214e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.898e-01	2.163e-01	4.027e-01	2.444e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
2.030e+04	9.802e-02	4.214e-02	2.654e-01	1.078e-01	8.780e-02	2.269e-01	2.898e-01	2.163e-01	4.027e-01	2.444e-01	9.132e-02	4.627e-01	3.752e-01	2.955e-01	3.985e-01
2.040e+04	9.802e-02	4.214e-02	2.544e-01	1.078e-01	8.780e-02	2.269e-01	2.898e-01	2.163e-01	4.027e-01	2.444e-01	9.132e-02	4.649e-01	3.638e-01	2.890e-01	3.940e-01
2.050e+04	9.802e-02	4.214e-02	2.544e-01	1.078e-01	8.780e-02	2.269e-01	2.898e-01	2.197e-01	4.027e-01	2.444e-01	9.132e-02	4.649e-01	3.638e-01	2.890e-01	3.940e-01
2.060e+04	9.802e-02	4.214e-02	2.544e-01	1.078e-01	8.780e-02	2.269e-01	2.898e-01	2.197e-01	4.027e-01	2.444e-01	9.132e-02	4.649e-01	3.638e-01	2.890e-01	3.940e-01
2.070e+04	9.802e-02	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.204e-01	2.898e-01	2.197e-01	4.027e-01	2.444e-01	9.132e-02	4.649e-01	3.638e-01	2.890e-01	3.940e-01
2.080e+04	9.802e-02	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.204e-01	2.898e-01	2.197e-01	4.027e-01	2.444e-01	9.132e-02	4.649e-01	3.638e-01	2.890e-01	3.940e-01
2.090e+04	9.802e-02	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.204e-01	2.898e-01	2.197e-01	4.027e-01	2.444e-01	9.132e-02	4.627e-01	3.638e-01	2.890e-01	3.940e-01
2.100e+04	9.802e-02	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.204e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.638e-01	2.890e-01	4.437e-01
2.110e+04	9.802e-02	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.204e-01	3.211e-01	2.670e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.638e-01	2.890e-01	4.437e-01
2.120e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.638e-01	2.890e-01	4.437e-01
2.130e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.638e-01	2.890e-01	4.437e-01
2.140e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.752e-01	2.890e-01	4.437e-01
2.150e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.160e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.170e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.180e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.190e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.444e-01	9.132e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.200e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.738e-02	2.269e-01	3.211e-01	2.559e-01	4.083e-01	2.776e-01	9.785e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.210e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	9.785e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.220e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	9.785e-02	4.627e-01	3.627e-01	2.884e-01	3.940e-01
2.230e+04	9.802e-02	4.214e-02	2.544e-01	9.624e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	9.785e-02	4.627e-01	3.433e-01	2.361e-01	3.940e-01
2.240e+04	9.802e-02	4.214e-02	2.544e-01	9.624e-02	8.780e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	9.785e-02	4.627e-01	3.433e-01	2.361e-01	3.940e-01
2.250e+04	9.802e-02	4.396e-02	2.544e-01	9.624e-02	8.780e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	9.785e-02	4.627e-01	3.627e-01	2.361e-01	4.437e-01
2.260e+04	9.802e-02	4.396e-02	2.544e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	9.785e-02	4.627e-01	3.627e-01	2.361e-01	4.437e-01
2.270e+04	9.802e-02	4.396e-02	2.544e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	9.785e-02	4.627e-01	3.627e-01	2.361e-01	4.450e-01
2.280e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	1.003e-01	4.627e-01	3.627e-01	2.361e-01	4.450e-01
2.290e+04	9.802e-02	4.214e-02	2.544e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	1.003e-01	4.627e-01	3.627e-01	2.361e-01	4.450e-01
2.300e+04	1.513e-01	4.214e-02	2.654e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	1.003e-01	4.627e-01	3.433e-01	2.361e-01	4.437e-01
2.310e+04	1.513e-01	4.214e-02	2.654e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.776e-01	1.003e-01	4.627e-01	3.323e-01	1.896e-01	4.437e-01
2.320e+04	1.513e-01	4.214e-02	2.654e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.323e-01	1.896e-01	4.450e-01
2.330e+04	1.513e-01	4.214e-02	2.654e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.340e+04	1.513e-01	4.214e-02	2.654e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.350e+04	1.513e-01	4.214e-02	2.654e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.450e-01
2.360e+04	1.513e-01	4.214e-02	2.654e-01	9.578e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.450e-01
2.370e+04	1.513e-01	4.214e-02	2.654e-01	9.624e-02	8.563e-02	2.269e-01	2.898e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.380e+04	1.513e-01	4.214e-02	2.654e-01	9.624e-02	8.563e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.390e+04	1.513e-01	4.214e-02	2.654e-01	9.624e-02	8.563e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.400e+04	1.513e-01	4.214e-02	2.654e-01	9.624e-02	8.563e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.410e+04	2.053e-01	4.214e-02	2.654e-01	9.670e-02	8.780e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.420e+04	2.053e-01	4.214e-02	2.654e-01	9.670e-02	8.780e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.430e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.440e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.450e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.460e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.269e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.470e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.780e-02	2.358e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.003e-01	4.627e-01	3.254e-01	1.896e-01	4.437e-01
2.480e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	1.896e-01	4.437e-01
2.490e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	1.896e-01	4.437e-01
2.500e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	1.896e-01	4.437e-01
2.510e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.274e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	1.896e-01	4.437e-01
2.520e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.274e-01	4.027e-01	2.176e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.437e-01
2.530e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.437e-01
2.540e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.254e-01	1.896e-01	4.450e-01
2.550e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.358e-01	2.839e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.450e-01
2.560e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.450e-01
2.570e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.450e-01
2.580e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.450e-01
2.590e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.450e-01
2.600e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.450e-01
2.610e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	3.969e-01	3.254e-01	1.896e-01	4.450e-01
2.620e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.627e-01	3.254e-01	1.896e-01	4.450e-01
2.630e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.627e-01	3.223e-01	1.896e-01	4.437e-01
2.640e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.613e-01	3.191e-01	1.896e-01	4.437e-01
2.650e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.613e-01	3.223e-01	1.896e-01	4.437e-01
2.660e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.613e-01	3.254e-01	2.361e-01	4.450e-01
2.670e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	3.969e-01	3.254e-01	2.361e-01	4.450e-01
2.680e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	3.969e-01	3.254e-01	2.361e-01	4.450e-01
2.690e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	3.969e-01	3.254e-01	2.361e-01	4.450e-01
2.700e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	3.969e-01	3.254e-01	2.361e-01	4.450e-01
2.710e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.720e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.269e-01	2.839e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.730e+04	2.053e-01	4.214e-02	2.544e-01	1.354e-01	8.838e-02	2.269e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.740e+04	2.053e-01	4.214e-02	2.544e-01	1.354e-01	8.838e-02	2.269e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.750e+04	2.053e-01	4.214e-02	2.544e-01	1.354e-01	8.838e-02	2.269e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.223e-01	2.361e-01	4.437e-01
2.760e+04	2.053e-01	4.214e-02	2.544e-01	1.354e-01	8.838e-02	2.269e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.223e-01	2.361e-01	4.437e-01
2.770e+04	2.053e-01	4.214e-02	2.544e-01	1.354e-01	8.838e-02	2.269e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.223e-01	2.361e-01	4.450e-01
2.780e+04	2.053e-01	4.214e-02	2.544e-01	1.354e-01	8.838e-02	2.269e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.790e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.800e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.810e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.176e-01	1.229e-01	4.627e-01	3.254e-01	2.361e-01	4.450e-01
2.820e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.830e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.840e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.790e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.850e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.860e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.870e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.437e-01
2.880e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.437e-01
2.890e+04	2.053e-01	4.214e-02	2.544e-01	9.670e-02	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.437e-01
2.900e+04	2.053e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.437e-01
2.910e+04	2.053e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.437e-01
2.920e+04	2.053e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.154e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.930e+04	2.053e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.940e+04	2.053e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.254e-01	2.361e-01	4.450e-01
2.950e+04	2.053e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.323e-01	2.361e-01	4.450e-01
2.960e+04	2.053e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.323e-01	2.361e-01	4.450e-01
2.970e+04	1.513e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.323e-01	2.361e-01	4.450e-01
2.980e+04	1.513e-01	4.214e-02	2.544e-01	1.126e-01	8.838e-02	2.204e-01	2.829e-01	2.179e-01	4.027e-01	2.301e-01	1.229e-01	4.649e-01	3.323e-01	2.361e-01	4.450e-01
