n.evals.q.1.0.	parity._.me.hebbian.network.best.quality.increase	parity._.me.hebbian.network.best.quality.increase.min	parity._.me.hebbian.network.best.quality.increase.max	parity._.me.hebbian.layer.best.quality.increase	parity._.me.hebbian.layer.best.quality.increase.min	parity._.me.hebbian.layer.best.quality.increase.max	parity._.me.hebbian.neuron.best.quality.increase	parity._.me.hebbian.neuron.best.quality.increase.min	parity._.me.hebbian.neuron.best.quality.increase.max	parity._.me.hebbian.synapse.best.quality.increase	parity._.me.hebbian.synapse.best.quality.increase.min	parity._.me.hebbian.synapse.best.quality.increase.max	parity._.me.freeForm.best.quality.increase	parity._.me.freeForm.best.quality.increase.min	parity._.me.freeForm.best.quality.increase.max
4.000e+04	1.918e-01	7.592e-02	2.491e-01	1.126e-01	8.932e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.922e-01	9.013e-02	4.649e-01	3.373e-01	1.896e-01	3.905e-01
4.010e+04	1.918e-01	7.592e-02	2.491e-01	1.126e-01	8.932e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.922e-01	9.013e-02	4.649e-01	3.373e-01	1.896e-01	3.905e-01
4.020e+04	1.918e-01	7.592e-02	2.491e-01	1.126e-01	8.932e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.013e-02	4.900e-01	3.373e-01	1.896e-01	3.905e-01
4.030e+04	1.918e-01	7.592e-02	2.491e-01	1.126e-01	8.932e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.013e-02	4.900e-01	3.373e-01	1.896e-01	3.905e-01
4.040e+04	1.918e-01	7.592e-02	2.491e-01	1.126e-01	8.932e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.373e-01	1.896e-01	3.916e-01
4.050e+04	1.918e-01	7.592e-02	2.491e-01	1.180e-01	9.387e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.373e-01	1.896e-01	3.916e-01
4.060e+04	1.918e-01	7.592e-02	2.491e-01	1.180e-01	9.387e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.373e-01	1.896e-01	3.916e-01
4.070e+04	1.918e-01	7.592e-02	2.491e-01	1.180e-01	9.387e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.373e-01	1.896e-01	3.916e-01
4.080e+04	1.918e-01	7.592e-02	2.491e-01	1.180e-01	9.387e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.373e-01	1.896e-01	3.916e-01
4.090e+04	1.918e-01	7.592e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.373e-01	1.896e-01	3.916e-01
4.100e+04	1.918e-01	7.592e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.373e-01	1.896e-01	3.916e-01
4.110e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.120e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.130e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.140e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.150e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.160e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.170e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.180e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.190e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.200e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.210e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.829e-01	2.179e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.220e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.230e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.240e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.250e+04	1.611e-01	6.927e-02	2.491e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.260e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.270e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	1.886e-01	3.797e-01
4.280e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.290e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.300e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.310e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.320e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.136e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.330e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.269e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.340e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.269e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.350e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.269e-01	2.839e-01	2.274e-01	4.083e-01	2.968e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.360e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.269e-01	2.839e-01	2.274e-01	4.083e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.370e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.269e-01	2.839e-01	2.274e-01	4.083e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.380e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.266e-02	2.269e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.390e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.400e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.410e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.420e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.430e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.440e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.323e-01	9.934e-02	3.797e-01
4.450e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.916e-01
4.460e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.387e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.916e-01
4.470e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.487e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.916e-01
4.480e+04	1.611e-01	6.927e-02	2.490e-01	1.126e-01	9.487e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.916e-01
4.490e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.916e-01
4.500e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.916e-01
4.510e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.358e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.797e-01
4.520e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	3.988e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.797e-01
4.530e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.797e-01
4.540e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.900e-01	3.223e-01	9.934e-02	3.797e-01
4.550e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.934e-02	3.797e-01
4.560e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.159e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.934e-02	3.797e-01
4.570e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.580e+04	1.611e-01	6.927e-02	2.490e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.590e+04	1.513e-01	6.772e-02	2.480e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.600e+04	1.513e-01	6.772e-02	2.480e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.610e+04	1.513e-01	6.772e-02	2.480e-01	1.288e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.620e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.630e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.640e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.242e-01	9.093e-02	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.650e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.900e-01	3.223e-01	9.265e-02	3.797e-01
4.660e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.900e-01	3.223e-01	9.265e-02	3.797e-01
4.670e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.947e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.680e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.690e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.700e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.710e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.720e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.730e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.740e+04	1.513e-01	6.772e-02	2.480e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.495e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.750e+04	1.611e-01	6.772e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.511e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.760e+04	1.611e-01	6.772e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.511e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.770e+04	1.611e-01	6.927e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.511e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.780e+04	1.611e-01	6.927e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.511e-01	1.556e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.790e+04	1.611e-01	6.927e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.800e+04	1.611e-01	6.927e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.810e+04	1.611e-01	6.927e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.820e+04	1.611e-01	6.927e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.830e+04	1.611e-01	6.927e-02	2.514e-01	1.301e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.840e+04	1.611e-01	6.927e-02	2.514e-01	1.288e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.850e+04	1.611e-01	6.927e-02	2.514e-01	1.288e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.860e+04	1.611e-01	6.927e-02	2.514e-01	1.288e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.870e+04	1.611e-01	6.927e-02	2.514e-01	1.288e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.880e+04	1.611e-01	6.927e-02	2.514e-01	1.288e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.890e+04	1.611e-01	6.927e-02	2.514e-01	1.288e-01	9.557e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.900e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.910e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.920e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.930e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	1.626e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.940e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	2.168e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.950e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	2.168e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.960e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	2.168e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.970e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	2.168e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.980e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	2.168e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
4.990e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	2.168e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
5.000e+04	1.611e-01	6.927e-02	2.514e-01	1.126e-01	9.487e-02	2.803e-01	2.839e-01	2.274e-01	4.246e-01	3.553e-01	2.168e-01	4.649e-01	3.223e-01	9.265e-02	3.797e-01
